# Priors: uniform; runs: 100000; steps: 1000
# Which arm is restricted: randomize
# q: 0.8
index,comp_succ,comp_inc,diss_succ,diss_inc,cond_succ,cond_inc,hybrid_succ,hybrid_inc
80,1,1,1,1,5,1,3,981
81,1,1,1,1,1,1,1,7
82,3,1,1,809,3,1,1,931
83,1,11,1,1,1,1,3,5
84,1,1,1,469,1,1,1,121
85,1,1,1,1,1,1,1,6
86,1,1,1,1,1,1,3,8
87,1,1,1,5,1,1,5,580
88,4,1,1,1,1,1,6,995
89,3,1,3,1,3,1,16,277
90,1,1,15,10,3,1,1,976
91,1,1,1,3,1,1,10,905
92,1,1,7,1,1,1,1,964
93,1,6,1,9,1,1,1,1001
94,1,1,1,971,1,1,1,10
95,1,1,1,696,1,1,1,727
96,1,1,1,66,1,1,5,1
97,1,1,3,738,1,1,3,324
98,3,3,6,1,1,1,1,387
99,1,1,1,356,1,1,1,1001
100,12,1,1,962,1,1,7,294
101,1,1,1,147,1,1,1,1
102,5,1,1,6,3,3,1,4
103,1,1,5,1,1,1,1,153
104,1,1,5,813,7,1,1,228
105,1,1,3,571,1,1,1,1
106,625,1,1,1,1,1,5,983
107,4,1,1,46,1,1,1,15
108,1,1,5,107,1,1,1,144
109,1,1,4,310,1,1,1,1
110,1,1,1,246,5,1,7,783
111,3,1,1,9,1,1,1,35
112,3,1,1,1,3,1,1,4
113,1,1,3,571,1,1,4,7
114,3,1,5,8,1,1,1,1
115,1,1,1,3,1,1,1,859
116,1,1,1,1,1,1,1,203
117,1,1,1,1,5,1,1,43
118,1,1,1,996,1,1,3,269
119,1,1,4,4,3,1,1,186
120,1,1,1,549,1,1,1,4
121,4,1,5,16,1,1,1,1
122,1,1,3,1,1,1,1,371
123,1,1,3,638,6,1,1,1001
124,1,1,1,1,1,4,3,6
125,8,1,1,1,1,1,1,40
126,1,1,1,1,1,1,1,1
127,1,1,1,628,3,4,1,8
128,1,1,1,176,1,1,1,991
129,1,1,1,988,1,1,1,994
130,1,1,1,735,1,1,1,4
131,1,1,3,11,3,1,1,151
132,1,1,1,17,1,1,1,20
133,1,1,1,3,1,1,1,12
134,5,1,1,810,1,1,5,577
135,1,1,4,7,1,1,5,1
136,3,1,1,188,1,4,1,57
137,1,1,1,23,1,1,10,432
138,1,1,1,1,1,1,1,1
139,1,1,1,900,1,1,1,15
140,1,1,51,3,1,1,3,729
141,1,1,1,1,1,1,7,775
142,1,1,1,1,1,1,1,36
143,1,1,1,4,1,4,3,139
144,1,1,4,36,1,1,4,1
145,1,1,1,1,1,1,1,1
146,1,1,1,1,1,1,1,1
147,1,1,1,68,1,1,1,830
148,1,1,1,1,1,1,3,736
149,1,1,1,898,1,1,1,91
150,1,1,1,12,1,1,1,32
151,1,1,369,5,1,1,1,4
152,6,1,3,13,1,1,1,6
153,1,3,1,523,1,1,1,36
154,1,1,1,1,1,1,1,144
155,1,1,1,5,1,1,1,1
156,1,1,1,389,1,1,1,57
157,1,1,1,16,1,1,1,723
158,1,1,1,15,1,1,1,1
159,1,1,1,1,1,1,1,116
160,1,1,1,32,4,8,1,23
161,1,1,1,5,1,4,1,7
162,1,1,4,12,1,1,7,9
163,1,1,1,364,1,1,3,31
164,1,1,1,1,1,1,1,7
165,1,1,1,1,1,1,4,483
166,1,1,1,1,3,1,1,10
167,1,4,1,1,1,3,1,6
168,1,1,1,1,1,1,1,14
169,1,1,1,366,1,1,1,1000
170,1,1,1,34,5,1,3,573
171,1,1,1,1,1,1,1,3
172,1,1,1,1,1,1,7,4
173,1,1,5,6,3,1,3,540
174,1,1,1,251,1,1,1,773
175,1,1,1,974,4,1,1,35
176,1,1,1,26,1,1,1,64
177,1,1,1,10,1,1,1,785
178,3,1,1,1,1,1,1,969
179,1,1,1,8,8,1,1,974
180,1,1,6,994,1,1,7,886
181,1,1,1,1,1,1,1,1
182,1,1,1,1,1,1,1,1000
183,1,1,1,969,1,34,11,55
184,15,1,1,1,1,1,1,232
185,1,1,3,776,1,1,5,246
186,1,1,1,1001,3,1,1,331
187,1,1,1,966,1,1,1,1
188,1,1,1,4,1,12,1,795
189,5,1,1,3,1,1,1,7
190,1,1,1,4,3,1,1,599
191,1,3,1,1,1,1,4,225
192,1,1,1,11,1,1,1,32
193,10,1,1,31,1,1,3,786
194,1,1,1,22,1,1,1,1
195,1,3,3,1,30,1,1,4
196,3,1,1,1,3,1,1,279
197,1,1,3,40,1,1,1,47
198,1,3,7,1,1,1,1,9
199,1,1,1,1,1,1,1,1
200,1,1,1,284,1,1,17,41
201,1,1,1,188,1,1,1,871
202,1,1,1,1,1,1,1,46
203,1,1,4,151,1,1,6,34
204,1,1,5,290,1,1,3,227
205,1,1,1,971,1,3,1,4
206,1,1,1,9,1,1,1,927
207,1,1,1,1,1,1,1,736
208,1,1,1,5,1,1,6,10
209,1,1,3,1,1,1,1,1
210,1,1,3,1,3,1,1,996
211,1,1,1,34,1,3,1,18
212,1,1,1,963,1,1,3,8
213,1,1,1,1,1,1,1,9
214,1,1,3,7,1,1,1,396
215,1,1,1,4,4,1,1,9
216,8,1,1,1,1,1,1,1001
217,4,1,1,11,1,4,1,971
218,1,1,1,1,1,1,1,6
219,3,1,4,61,4,1,1,4
220,1,1,1,974,1,1,1,965
221,1,1,1,6,1,1,3,356
222,3,3,1,5,1,1,11,918
223,1,1,1,474,1,1,1,98
224,1,1,1,996,1,1,11,85
225,1,1,1,3,1,1,4,3
226,1,1,1,1,1,1,1,85
227,1,1,1,13,1,3,1,6
228,1,1,4,34,3,1,4,36
229,1,1,1,40,1,1,1,33
230,1,1,1,1,1,1,1,544
231,1,1,1,473,1,4,1,10
232,4,1,1,11,1,1,4,876
233,1,1,1,1,1,1,4,1
234,1,4,1,1001,1,1,1,1
235,1,1,4,3,1,1,1,11
236,5,1,1,534,1,1,1,4
237,1,1,1,426,1,1,1,111
238,1,1,4,23,1,1,1,10
239,1,1,1,77,1,1,1,868
240,1,1,1,24,1,1,1,1
241,1,3,1,1,1,1,1,7
242,3,1,8,1001,1,1,1,1
243,1,1,1,23,1,1,1,645
244,3,1,1,851,1,1,1,13
245,1,1,1,1,3,1,1,754
246,1,1,1,47,3,1,1,5
247,1,1,1,976,1,1,1,561
248,1,1,1,1,3,1,1,7
249,1,3,1,8,1,1,1,596
250,1,1,4,15,1,1,1,6
251,4,1,1,10,1,1,3,635
252,1,1,1,5,1,1,1,823
253,1,1,1,13,1,1,1,26
254,1,1,1,20,1,4,1,851
255,1,1,1,1,3,1,7,859
256,1,1,3,798,1,1,1,6
257,1,1,1,5,1,1,1,383
258,1,1,1,746,1,1,1,1
259,8,1,1,9,1,1,1,8
260,5,1,1,15,1,1,14,1
261,1,1,1,1,1,1,3,6
262,1,1,1,11,1,1,1,8
263,1,1,5,725,1,1,1,12
264,1,1,17,8,5,1,1,15
265,1,1,1,1,1,1,1,3
266,1,1,1,20,1,1,1,1
267,1,1,1,1,3,1,4,144
268,44,1,1,4,1,1,1,39
269,3,1,1,9,3,1,1,644
270,1,1,8,8,1,1,7,302
271,1,1,1,4,1,1,1,275
272,1,1,1,1,1,1,1,945
273,1,1,1,1,1,3,1,29
274,1,1,3,1,1,1,3,1
275,1,1,1,1,4,1,1,19
276,1,1,1,1,7,1,1,92
277,1,1,1,28,1,1,1,45
278,1,1,985,26,1,1,1,6
279,1,1,1,1,4,1,3,1
280,1,1,1,807,1,3,1,1
281,1,1,1,806,1,1,1,1
282,28,1,1,58,1,1,1,89
283,5,1,1,204,1,1,1,1
284,1,1,1,1,1,1,1,20
285,4,1,3,1,16,1,1,127
286,3,1,1,1,8,1,1,1
287,1,1,1,86,1,1,1,7
288,1,1,3,4,1,1,1,1
289,1,1,4,101,1,1,1,1
290,1,1,1,1,1,1,3,245
291,1,1,1,21,1,10,1,1
292,1,1,1,1001,1,1,1,31
293,1,1,1,9,1,1,1,119
294,1,1,3,4,1,1,1,8
295,1,1,1,155,1,1,1,7
296,1,1,3,4,1,1,1,7
297,1,1,1,1,1,1,1,631
298,3,1,1,1,1,1,3,569
299,3,1,1,9,10,1,9,399
300,7,1,4,1,1,1,1,341
301,1,1,3,1,4,1,1,804
302,1,1,1,592,1,1,1,4
303,7,1,1,16,1,1,1,17
304,1,1,1,3,1,1,1,438
305,1,1,5,7,3,1,3,25
306,1,1,1,24,1,1,1,8
307,1,1,3,4,1,1,1,15
308,3,1,792,31,1,1,1,13
309,1,1,1,14,1,1,1,1
310,1,1,1,1,1,1,1,26
311,1,1,3,819,3,1,3,1
312,3,1,1,52,10,1,4,30
313,1,1,3,13,1,1,1,323
314,1,1,1,899,1,1,1,1
315,1,1,1,34,1,1,3,3
316,1,1,1,56,1,1,1,99
317,1,1,4,5,1,1,1,108
318,1,1,4,3,1,1,5,11
319,1,1,1,6,1,1,1,12
320,4,1,1,45,1,1,1,279
321,1,3,3,121,9,1,1,1
322,3,1,1,53,1,1,1,26
323,1,7,1,1,1,4,1,871
324,1,1,1,7,1,1,18,1
325,1,1,1,985,1,1,1,659
326,1,1,1,14,1,1,1,1
327,1,1,8,1,1,1,1,1000
328,1,1,8,26,1,1,1,13
329,15,1,1,1,1,1,1,1
330,1,1,1,19,3,3,6,464
331,1,1,1,6,1,1,1,483
332,1,1,1,21,1,1,1,343
333,1,1,1,1,3,1,1,89
334,1,1,4,8,1,1,4,9
335,1,1,1,1,1,4,1,28
336,1,1,1,59,1,1,1,4
337,1,1,1,824,1,1,1,399
338,1,1,1,1,1,1,1,22
339,1,1,1,626,1,1,1,13
340,1,1,1,1,4,1,1,7
341,3,1,1,8,1,1,3,881
342,3,1,11,1,1,13,1,41
343,1,1,5,15,1,1,1,531
344,1,1,1,3,3,1,1,1
345,1,1,1,1,1,1,14,171
346,1,1,1,562,1,1,4,19
347,1,1,1,306,1,1,1,1
348,3,3,1,4,1,1,1,12
349,3,1,3,15,1,1,1,554
350,1,1,1,1,1,1,3,4
351,1,4,1,435,1,1,1,224
352,1,1,1,996,1,1,1,1
353,3,3,1,962,1,1,1,1
354,1,1,1,1,3,1,1,9
355,1,1,1,10,3,1,1,1000
356,1,3,5,4,1,1,1,1
357,1,1,1,1,1,1,1,899
358,1,1,1,21,1,1,1,312
359,1,1,4,1,1,1,1,7
360,3,1,1,15,1,1,1,1
361,1,1,1,1,1,1,1,19
362,1,1,1,351,1,1,1,1
363,16,1,1,45,3,4,1,941
364,3,1,1,1,1,1,1,21
365,1,1,1,996,1,1,1,1
366,1,1,1,5,1,1,1,983
367,1,1,1,1,1,1,3,369
368,1,1,1,1,10,1,1,1
369,1,1,1,1,8,1,1,30
370,1,1,1,999,1,1,1,18
371,1,1,1,610,1,1,1,22
372,1,1,1,16,1,1,1,1
373,1,1,1,5,1,1,1,8
374,1,1,10,50,1,1,1,5
375,1,1,3,15,1,1,1,274
376,1,1,3,34,3,7,993,7
377,4,1,1,594,597,1,1,793
378,3,1,1,5,1,1,1,26
379,1,1,1,79,3,1,1,41
380,1,1,1,794,1,1,4,17
381,3,1,1,1,1,1,3,13
382,1,1,4,1,3,1,1,5
383,1,1,1,3,1,1,1,291
384,1,1,1,1,1,1,1,35
385,4,1,5,99,3,1,1,31
386,1,1,1,1,3,1,6,163
387,6,3,1,4,1,1,1,7
388,1,1,3,1,1,1,1,3
389,1,1,1,1,1,1,5,358
390,1,1,4,936,1,1,1,993
391,1,1,3,1,1,1,1,86
392,1,1,1,58,1,5,3,354
393,1,1,1,23,1,1,1,994
394,1,366,1,627,4,1,1,27
395,1,1,1,7,1,1,1,16
396,1,1,3,4,3,1,1,787
397,1,1,1,12,3,1,1,22
398,1,1,1,9,1,1,4,792
399,1,6,1,878,1,1,36,788
400,1,1,1,883,1,1,1,13
401,1,1,1,11,1,1,1,751
402,3,1,1,13,1,1,1,19
403,3,1,1,143,1,1,1,4
404,1,1,3,3,3,1,1,23
405,1,1,1,1,1,1,1,6
406,1,3,1,40,3,1,4,10
407,1,1,1,14,1,1,1,921
408,1,1,1,1,1,1,1,1
409,1,1,5,60,1,1,3,6
410,1,1,1,224,1,1,1,6
411,1,1,4,26,1,1,1,118
412,1,1,1,1,1,1,1,18
413,1,1,1,4,1,1,1,1
414,1,1,1,1,4,1,1,6
415,1,1,1,380,1,1,14,994
416,1,1,4,14,1,1,1,34
417,4,1,1,1,1,1,3,41
418,1,1,3,1,1,1,1,11
419,4,1,1,1,1,1,1,13
420,1,1,1,30,1,1,5,971
421,1,1,1,6,1,1,1,131
422,9,1,1,215,1,1,1,716
423,1,1,7,8,1,1,3,4
424,4,1,1,1,1,1,1,86
425,1,1,1,17,1,1,1,3
426,1,1,1,16,1,1,1,42
427,1,1,7,1,1,1,1,1
428,1,1,15,475,1,1,1,19
429,1,1,4,14,1,10,3,3
430,1,1,1,1001,5,1,1,3
431,1,1,1,1,1,1,1,16
432,1,1,1,1,1,4,5,341
433,1,1,3,18,1,1,1,1
434,1,1,1,13,1,1,24,31
435,1,1,1,1,1,1,1,1
436,1,1,3,1,7,3,1,1
437,1,1,1,18,1,1,1,1
438,1,1,1,9,1,1,1,818
439,1,1,1,906,9,1,1,924
440,1,1,51,7,1,1,3,843
441,1,1,3,475,3,1,1,4
442,1,8,6,429,1,1,1,88
443,1,1,3,63,1,1,1,1
444,1,1,1,1,1,1,1,1
445,1,1,1,100,1,1,1,128
446,1,1,1,5,1,1,1,368
447,1,1,1,8,3,1,3,849
448,1,1,1,178,4,1,1,1
449,1,1,1,4,1,1,1,9
450,1,1,3,13,1,1,1,16
451,1,1,1,971,5,1,1,13
452,1,1,1,8,1,1,1,13
453,1,1,1,14,1,1,1,28
454,1,1,1,25,1,1,1,7
455,1,1,1,4,1,1,3,14
456,1,1,1,1,1,1,8,66
457,1,1,1,59,1,1,4,651
458,1,1,1,13,1,1,1,6
459,1,1,1,270,1,1,1,16
460,1,1,1,6,1,1,1,1
461,1,1,1,37,1,1,1,3
462,1,1,1,1,3,1,1,263
463,1,1,1,22,4,1,1,71
464,3,1,3,26,1,1,1,4
465,1,1,1,3,3,3,1,22
466,1,1,1,1,1,1,1,1
467,1,1,220,29,3,1,1,1
468,4,1,1,27,1,1,1,156
469,1,1,1,1,1,1,6,1
470,1,1,517,94,4,1,4,10
471,1,1,1,6,4,1,5,6
472,1,1,6,60,1,1,1,4
473,1,1,1,8,4,4,1,1
474,1,1,1,38,1,1,1,6
475,1,3,1,1,1,1,1,4
476,1,1,1,13,1,1,1,221
477,1,1,1,5,1,1,4,914
478,1,1,1,4,1,1,6,6
479,1,1,3,1,1,1,3,998
480,1,1,1,16,1,1,1,1
481,1,1,3,16,3,1,5,991
482,1,7,1,61,1,1,3,10
483,1,1,1,43,1,1,10,820
484,1,1,1,3,1,1,3,3
485,4,1,1,384,1,1,9,33
486,1,1,1,1,1,1,6,4
487,1,1,1,1,1,1,1,7
488,1,1,1,1,1,1,1,267
489,1,1,1,1,1,1,1,1
490,1,1,1,35,1,1,1,114
491,1,1,1,18,1,1,1,1
492,1,1,3,7,1,3,1,861
493,3,1,1,6,1,1,1,875
494,3,3,1,27,1,1,1,1
495,4,1,1,3,3,1,1,444
496,1,4,1,1,1,1,1,72
497,1,1,1,32,1,1,1,596
498,5,1,1,7,1,1,3,22
499,1,1,3,7,1,1,1,736
500,1,1,1,6,1,1,1,3
501,1,1,3,4,1,1,1,4
502,6,1,3,694,1,1,1,5
503,1,1,10,24,1,1,1,3
504,1,1,1,5,1,1,1,19
505,3,1,1,10,1,109,1,1
506,1,1,1,3,3,1,1,696
507,1,1,14,1,1,1,4,397
508,1,1,1,6,1,1,4,7
509,1,1,1,1,1,1,1,6
510,1,1,1,72,1,8,1,130
511,1,1,1,3,1,1,1,506
512,1,1,1,116,3,1,1,53
513,1,1,3,871,1,1,1,24
514,1,1,1,37,1,1,3,1
515,8,1,8,613,3,1,3,694
516,1,1,1,23,1,1,1,1
517,3,1,1,998,3,1,1,1
518,1,1,1,14,6,1,1,5
519,1,1,1,3,1,1,1,34
520,1,4,1,10,1,1,1,41
521,1,1,1,203,1,18,1,63
522,1,1,1,1,3,1,1,1
523,1,1,3,949,1,3,4,4
524,1,1,1,10,1,1,1,1
525,1,1,1,1,1,1,14,304
526,1,1,1,508,1,1,1,115
527,1,1,3,8,1,1,1,1
528,1,1,4,1,1,1,5,8
529,1,1,1,1,1,1,1,976
530,1,1,1,933,1,1,3,16
531,3,1,3,1,1,1,3,6
532,1,1,1,10,1,1,1,643
533,1,1,1,1,1,4,1,331
534,1,1,9,1,1,1,1,15
535,1,1,1,1,1,1,1,191
536,8,1,1,13,1,1,5,651
537,1,1,1,1,1,1,1,15
538,1,1,1,653,1,1,1,1
539,1,1,1,468,1,1,1,963
540,1,1,1,6,1,4,1,4
541,1,1,1,638,5,1,1,1
542,1,1,1,852,1,1,1,13
543,1,1,1,21,5,1,1,22
544,1,1,1,73,1,1,1,219
545,1,1,1,15,1,1,1,106
546,1,1,1,14,5,1,1,1
547,1,1,1,24,1,1,1,418
548,1,1,1,740,1,1,1,4
549,1,1,1,1,3,3,5,4
550,1,1,11,692,1,1,1,3
551,1,1,1,27,1,1,1,370
552,1,1,1,1,1,1,1,7
553,5,1,3,37,1,1,5,1
554,1,1,1,360,1,1,3,323
555,1,1,1,8,1,1,1,611
556,1,1,1,3,1,1,1,88
557,1,1,1,1,1,1,1,1
558,1,1,1,29,1,1,4,213
559,1,1,1,1,1,1,5,176
560,1,1,1,7,5,1,1,5
561,1,1,1,9,1,1,4,958
562,1,1,1,43,3,35,1,45
563,1,1,4,8,1,1,1,1
564,1,1,1,1,6,1,1,959
565,1,1,1,924,1,1,5,36
566,1,1,1,31,1,1,1,1
567,1,1,1,12,1,1,1,17
568,1,1,1,771,1,1,1,1
569,1,1,1,10,1,1,1,23
570,4,1,3,579,6,1,1,527
571,5,1,1,19,1,1,3,4
572,6,1,8,3,1,1,1,5
573,1,1,1,24,1,1,1,40
574,1,1,1,980,1,3,1,11
575,1,1,1,1,4,1,1,5
576,1,1,1,27,1,1,1,3
577,1,3,1,14,1,1,3,8
578,1,1,1,1,3,1,1,363
579,1,14,1,5,1,3,6,734
580,1,1,3,27,1,1,1,59
581,1,1,1,78,1,1,1,28
582,1,1,1,928,6,1,1,80
583,1,1,1,444,3,1,4,6
584,1,1,1,16,1,1,1,17
585,1,1,1,1,1,1,1,349
586,4,1,10,7,1,1,1,380
587,1,9,1,12,1,1,1,785
588,1,1,1,7,1,1,1,42
589,1,1,1,8,1,1,1,81
590,1,3,1,1,1,1,1,1
591,1,1,1,16,1,1,1,6
592,1,1,1,3,1,1,9,1
593,1,1,5,207,1,1,1,974
594,3,1,1,1,1,1,1,1
595,4,1,1,3,1,1,7,5
596,1,1,1,7,1,1,1,29
597,1,1,1,3,1,1,1,1
598,1,1,4,17,1,1,1,973
599,1,1,1,18,1,1,1,36
600,1,1,1,1,1,1,5,812
601,1,1,3,1,1,1,1,633
602,3,1,1,1,1,3,1,291
603,1,1,1,1,1,7,1,1
604,1,1,4,9,1,1,1,1
605,1,1,3,1,1,1,1,83
606,1,1,1,5,1,1,1,104
607,1,12,3,1,1,1,1,1
608,1,1,1,13,1,1,1,19
609,1,1,1,504,1,1,1,1
610,3,1,1,916,3,1,1,839
611,5,1,1,65,1,1,5,1
612,1,1,1,177,1,1,1,119
613,1,1,1,1,1,1,3,312
614,1,1,1,982,1,1,1,879
615,3,1,1,623,1,1,1,509
616,1,1,1,1,5,1,5,599
617,1,1,1,16,1,1,1,891
618,1,1,1,22,6,1,4,22
619,1,1,1,13,1,1,3,3
620,1,1,1,19,1,4,1,1001
621,1,1,3,5,1,1,1,1
622,3,1,1,1,1,1,1,588
623,10,1,6,14,5,1,4,5
624,1,1,1,18,4,1,84,16
625,1,1,1,1,1,1,3,61
626,1,1,1,18,3,12,1,833
627,1,1,1,6,1,1,1,15
628,1,1,1,171,1,1,1,13
629,1,1,1,212,1,1,1,958
630,3,1,1,21,1,1,1,1
631,1,1,1,21,1,1,1,1
632,1,1,6,699,1,1,6,46
633,1,1,4,152,1,1,1,646
634,1,1,1,14,1,1,1,5
635,1,3,60,1,1,1,1,882
636,1,1,6,4,1,1,1,915
637,1,1,1,994,1,1,1,853
638,1,1,3,1000,1,1,1,20
639,1,1,3,3,1,1,1,824
640,1,1,1,25,6,1,1,37
641,3,1,3,5,13,1,1,59
642,1,1,1,10,1,1,1,14
643,4,1,5,1,1,1,1,16
644,1,1,1,958,3,1,7,3
645,1,1,1,6,1,1,1,228
646,1,1,3,965,1,1,1,21
647,1,1,1,1,1,1,1,437
648,1,1,1,1,6,1,1,1
649,1,1,1,279,1,1,1,58
650,1,1,1,8,5,1,1,583
651,12,1,1,999,1,1,1,1
652,1,1,1,1,1,1,1,206
653,3,1,3,6,1,1,5,3
654,17,1,1,829,1,1,1,5
655,1,1,3,802,1,3,1,1
656,3,1,1,7,7,1,1,18
657,1,1,1,7,1,1,1,9
658,1,1,1,1,1,1,1,698
659,1,1,5,94,1,5,1,43
660,1,1,1,873,5,1,1,511
661,1,1,4,730,1,1,1,3
662,1,1,4,694,1,1,1,649
663,1,1,8,41,4,1,1,1
664,9,1,1,7,1,1,1,16
665,4,1,1,1,1,1,1,13
666,1,4,1,31,1,1,1,939
667,1,3,1,1,3,3,7,11
668,1,1,1,4,1,1,469,4
669,1,4,1,4,1,1,1,888
670,1,1,3,3,1,1,949,1
671,1,1,1,1,1,1,5,626
672,1,1,6,1,1,1,1,939
673,1,1,1,888,1,1,1,1
674,13,1,1,1,1,1,3,718
675,1,1,1,48,1,3,1,39
676,1,1,1,591,3,1,1,28
677,1,1,1,1,1,1,1,1
678,1,1,1,5,1,1,1,594
679,1,1,5,858,1,1,1,131
680,1,1,1,334,3,1,5,804
681,4,1,3,9,1,1,1,959
682,1,1,1,5,1,1,1,250
683,1,1,1,34,1,1,1,4
684,1,1,1,1,1,1,1,1
685,1,1,3,1,3,1,3,1
686,1,1,1,116,1,1,1,851
687,1,1,1,5,1,1,1,9
688,1,1,1,43,1,1,1,15
689,4,1,1,778,1,4,1,326
690,1,1,1,1,1,8,1,1
691,3,1,1,392,3,1,1,1001
692,1,1,1,986,1,1,1,20
693,1,1,1,19,1,1,1,996
694,1,1,1,1,1,1,1,3
695,1,1,1,1,1,1,1,13
696,1,1,1,9,3,1,5,1
697,1,1,1,61,1,1,1,376
698,1,1,1,103,3,1,4,126
699,3,1,1,7,1,1,1,8
700,1,1,4,1,1,1,1,4
701,1,1,1,3,1,1,1,716
702,1,1,9,1,8,1,3,8
703,1,1,1,14,1,1,1,964
704,1,1,1,61,1,1,1,881
705,1,1,1,1,1,1,4,81
706,1,1,1,133,1,1,5,39
707,1,1,3,1,8,1,1,61
708,6,1,1,228,1,1,1,13
709,1,1,1,962,1,1,1,11
710,1,1,1,13,1,1,3,463
711,1,1,1,1,1,1,3,418
712,1,1,1,6,1,1,1,124
713,1,1,29,10,3,1,4,336
714,1,1,1,7,1,1,1,481
715,5,1,3,1,1,1,1,276
716,1,1,1,1,1,1,1,118
717,1,1,1,169,1,1,1,606
718,1,1,1,26,1,4,1,1
719,1,1,1,999,8,1,1,15
720,1,1,1,1,3,1,5,537
721,1,1,1,949,1,1,1,1
722,1,1,17,991,1,1,1,878
723,1,1,1,19,1,1,1,753
724,1,1,1,1,1,1,4,9
725,1,1,1,999,1,1,4,18
726,1,1,3,3,3,1,1,1
727,1,1,19,1,7,1,652,4
728,1,1,1,999,1,1,1,109
729,1,1,1,1,3,1,1,106
730,3,1,3,7,1,1,1,3
731,1,1,1,23,1,1,1,80
732,1,1,1,11,1,1,1,5
733,9,1,3,5,1,1,1,15
734,4,1,4,1,1,1,6,1
735,1,1,1,4,1,1,1,851
736,1,1,1,1,1,1,1,134
737,3,3,1,4,1,1,1,929
738,3,1,1,1,1,1,6,3
739,1,1,1,12,6,1,1,46
740,1,1,1,91,6,1,1,58
741,1,1,1,1,1,1,1,4
742,1,1,1,48,18,1,4,940
743,1,1,3,21,1,1,1,1
744,1,1,1,1,1,1,5,1
745,1,1,1,1,1,1,1,989
746,1,1,1,3,1,1,1,6
747,1,1,1,21,1,1,1,1
748,1,1,1,1,1,227,1,10
749,1,1,1,9,1,3,1,253
750,1,1,1,189,1,1,1,692
751,1,1,1,1,1,1,1,21
752,1,1,1,220,4,1,1,1
753,1,1,1,1,1,1,1,4
754,1,1,1,228,1,1,1,10
755,3,1,3,55,1,1,1,35
756,1,1,1,12,7,1,3,7
757,6,1,1,184,1,1,1,4
758,1,1,1,5,1,1,1,35
759,1,1,1,3,4,1,4,960
760,1,1,1,21,1,1,1,1
761,1,1,3,19,1,1,1,996
762,1,1,1,1,1,1,7,3
763,8,1,1,23,1,1,3,995
764,4,1,3,3,4,1,1,44
