# Priors: uniform; runs: 100000; steps: 1000
# Which arm is restricted: randomize
# q: 0.55
index,comp_succ,comp_inc,diss_succ,diss_inc,cond_succ,cond_inc,hybrid_succ,hybrid_inc
41248,1,,1,,1,,44,
41249,14,,115,,1,,7,
41250,3,,15,,36,,1,
41251,10,,5,,4,,282,
41252,9,,17,,6,,1,
41253,1,,1,,15,,59,
41254,1,,4,,55,,3,
41255,28,,9,,40,,1,
41256,4,,3,,78,,43,
41257,1,,317,,36,,83,
41258,73,,33,,1,,7,
41259,1,,502,,137,,13,
41260,1,,1,,1,,14,
41261,8,,1,,1,,527,
41262,1,,524,,1,,67,
41263,15,,79,,7,,69,
41264,3,,357,,1,,67,
41265,11,,47,,6,,1,
41266,4,,1,,32,,58,
41267,1,,1,,5,,25,
41268,1,,34,,1,,38,
41269,18,,65,,129,,16,
41270,1,,12,,83,,1,
41271,9,,1,,41,,16,
41272,4,,22,,5,,22,
41273,3,,19,,104,,5,
41274,1,,130,,3,,4,
41275,1,,14,,1,,90,
41276,1,,42,,1,,89,
41277,1,,18,,3,,1,
41278,1,,98,,14,,1,
41279,10,,68,,1,,7,
41280,1,,1,,3,,1,
41281,13,,9,,1,,60,
41282,1,,46,,1,,81,
41283,1,,1,,84,,4,
41284,1,,1,,17,,170,
41285,1,,35,,19,,25,
41286,1,,104,,1,,23,
41287,6,,564,,3,,3,
41288,11,,1,,3,,1,
41289,7,,3,,16,,1,
41290,21,,1,,5,,15,
41291,1,,1,,3,,4,
41292,1,,5,,12,,11,
41293,4,,7,,8,,157,
41294,1,,102,,1,,1,
41295,67,,131,,74,,84,
41296,1,,15,,3,,1,
41297,1,,1,,1,,138,
41298,1,,1,,3,,236,
41299,1,,83,,6,,1,
41300,6,,22,,1,,39,
41301,7,,1,,31,,230,
41302,1,,19,,67,,5,
41303,4,,7,,131,,1,
41304,3,,1,,1,,655,
41305,1,,8,,108,,44,
41306,3,,310,,27,,6,
41307,6,,25,,3,,3,
41308,1,,160,,1,,25,
41309,1,,1,,3,,6,
41310,3,,5,,348,,1,
41311,1,,87,,22,,5,
41312,1,,1,,1,,28,
41313,7,,171,,1,,13,
41314,1,,7,,9,,1,
41315,32,,3,,3,,1,
41316,7,,1,,1,,3,
41317,113,,64,,5,,3,
41318,3,,1,,3,,31,
41319,1,,1,,1,,22,
41320,154,,10,,257,,3,
41321,1,,20,,1,,1,
41322,1,,14,,281,,1,
41323,1,,1,,1,,7,
41324,1,,1,,1,,180,
41325,10,,17,,71,,82,
41326,1,,1,,1,,1,
41327,11,,1,,63,,279,
41328,102,,33,,8,,164,
41329,1,,3,,40,,63,
41330,4,,45,,1,,1,
41331,3,,5,,1,,380,
41332,17,,10,,1,,111,
41333,25,,1,,1,,35,
41334,20,,46,,40,,1,
41335,1,,44,,43,,104,
41336,47,,1,,4,,61,
41337,8,,1,,1,,87,
41338,1,,1,,1,,1,
41339,43,,120,,1,,6,
41340,1,,1,,100,,40,
41341,1,,1,,3,,6,
41342,5,,13,,24,,18,
41343,3,,1,,257,,234,
41344,1,,17,,3,,1,
41345,5,,705,,138,,6,
41346,13,,1,,1,,18,
41347,1,,52,,1,,4,
41348,1,,1,,1,,34,
41349,5,,4,,23,,242,
41350,1,,1,,28,,1,
41351,51,,1,,1,,37,
41352,8,,25,,103,,3,
41353,7,,10,,1,,158,
41354,1,,1,,1,,466,
41355,1,,22,,1,,1,
41356,1,,52,,8,,1,
41357,1,,1,,1,,145,
41358,21,,3,,1,,1,
41359,1,,8,,5,,8,
41360,1,,11,,51,,95,
41361,1,,61,,1,,1,
41362,1,,1,,71,,30,
41363,5,,29,,12,,115,
41364,12,,25,,16,,386,
41365,1,,25,,4,,115,
41366,3,,51,,5,,20,
41367,1,,4,,1,,45,
41368,4,,1,,4,,120,
41369,9,,57,,16,,111,
41370,1,,1,,6,,45,
41371,1,,159,,376,,201,
41372,1,,203,,59,,137,
41373,1,,1,,133,,5,
41374,5,,1,,1,,13,
41375,19,,1,,3,,1,
41376,1,,1,,136,,109,
41377,9,,541,,14,,44,
41378,8,,1,,3,,1,
41379,5,,10,,410,,212,
41380,1,,4,,40,,7,
41381,1,,60,,9,,4,
41382,3,,1,,11,,79,
41383,4,,35,,1,,594,
41384,6,,59,,25,,11,
41385,1,,1,,4,,243,
41386,4,,28,,22,,1,
41387,6,,29,,4,,13,
41388,1,,22,,1,,64,
41389,11,,15,,14,,40,
41390,1,,1,,1,,81,
41391,1,,22,,1,,415,
41392,11,,11,,1,,41,
41393,1,,99,,14,,22,
41394,24,,15,,1,,4,
41395,1,,7,,199,,373,
41396,1,,206,,76,,73,
41397,118,,24,,21,,21,
41398,1,,4,,427,,1,
41399,1,,66,,5,,325,
41400,1,,35,,1,,217,
41401,1,,16,,5,,79,
41402,1,,51,,334,,498,
41403,4,,1,,3,,14,
41404,7,,5,,21,,3,
41405,1,,3,,25,,14,
41406,1,,19,,1,,1,
41407,1,,66,,8,,60,
41408,1,,412,,1,,1,
41409,1,,77,,1,,8,
41410,1,,83,,1,,18,
41411,65,,84,,1,,124,
41412,1,,7,,404,,4,
41413,19,,5,,7,,1,
41414,23,,1,,63,,195,
41415,1,,35,,76,,133,
41416,1,,1,,1,,1,
41417,1,,175,,1,,69,
41418,1,,223,,1,,1,
41419,1,,57,,1,,14,
41420,1,,1,,9,,64,
41421,1,,245,,89,,1,
41422,1,,978,,1,,65,
41423,3,,40,,14,,3,
41424,1,,1,,33,,127,
41425,1,,1,,1,,381,
41426,4,,3,,3,,479,
41427,1,,1,,1,,11,
41428,22,,10,,4,,1,
41429,1,,279,,4,,1,
41430,1,,11,,49,,24,
41431,3,,53,,6,,246,
41432,9,,5,,6,,4,
41433,1,,233,,26,,48,
41434,1,,1,,21,,11,
41435,6,,35,,116,,16,
41436,1,,404,,85,,3,
41437,17,,190,,33,,1,
41438,1,,114,,14,,46,
41439,1,,58,,4,,1,
41440,9,,1,,11,,29,
41441,1,,1,,19,,29,
41442,1,,1,,1,,14,
41443,1,,354,,120,,1,
41444,1,,28,,196,,1,
41445,3,,158,,30,,1,
41446,1,,13,,6,,1,
41447,1,,48,,105,,354,
41448,1,,51,,52,,23,
41449,35,,19,,1,,8,
41450,1,,5,,156,,9,
41451,20,,1,,660,,1,
41452,1,,9,,95,,310,
41453,3,,771,,132,,77,
41454,3,,103,,1,,350,
41455,1,,1,,1,,9,
41456,4,,1,,42,,14,
41457,1,,36,,4,,1,
41458,17,,36,,23,,214,
41459,3,,34,,74,,673,
41460,3,,1,,112,,59,
41461,1,,41,,1,,17,
41462,3,,3,,1,,1,
41463,1,,1,,5,,3,
41464,1,,71,,156,,38,
41465,1,,16,,4,,12,
41466,4,,133,,498,,1,
41467,9,,7,,27,,5,
41468,3,,39,,13,,86,
41469,4,,51,,92,,106,
41470,1,,8,,24,,44,
41471,1,,174,,53,,104,
41472,1,,17,,239,,1,
41473,1,,3,,1,,1,
41474,25,,29,,16,,98,
41475,1,,27,,3,,5,
41476,1,,49,,8,,1,
41477,3,,927,,3,,50,
41478,1,,1,,1,,82,
41479,5,,1,,56,,3,
41480,1,,1,,1,,1,
41481,4,,7,,84,,77,
41482,4,,86,,25,,280,
41483,5,,20,,7,,44,
41484,1,,4,,3,,1,
41485,59,,82,,25,,43,
41486,10,,29,,84,,175,
41487,5,,1,,45,,12,
41488,1,,194,,91,,41,
41489,1,,13,,93,,9,
41490,5,,1,,3,,6,
41491,1,,1,,63,,45,
41492,1,,13,,1,,67,
41493,1,,148,,76,,1,
41494,18,,730,,68,,5,
41495,4,,1,,8,,42,
41496,9,,50,,87,,17,
41497,9,,144,,4,,31,
41498,62,,1,,1,,27,
41499,1,,68,,1,,9,
41500,1,,1,,44,,40,
41501,5,,150,,49,,8,
41502,123,,41,,1,,1,
41503,15,,4,,1,,12,
41504,3,,4,,187,,24,
41505,4,,206,,104,,4,
41506,1,,55,,1,,1,
41507,1,,6,,105,,20,
41508,1,,23,,3,,1,
41509,1,,111,,6,,1,
41510,1,,51,,1,,3,
41511,1,,1,,22,,1,
41512,7,,5,,7,,97,
41513,1,,6,,1,,256,
41514,1,,1,,43,,105,
41515,29,,131,,8,,27,
41516,1,,19,,1,,5,
41517,3,,3,,1,,1,
41518,16,,120,,4,,286,
41519,1,,81,,64,,34,
41520,1,,6,,9,,557,
41521,1,,3,,29,,1,
41522,70,,4,,1,,68,
41523,5,,5,,1,,3,
41524,6,,14,,1,,38,
41525,6,,116,,32,,131,
41526,1,,21,,1,,8,
41527,1,,109,,1,,4,
41528,1,,4,,109,,45,
41529,22,,42,,11,,40,
41530,1,,49,,33,,29,
41531,1,,115,,6,,821,
41532,3,,13,,1,,3,
41533,4,,22,,6,,5,
41534,224,,1,,54,,15,
41535,1,,23,,16,,1,
41536,8,,561,,79,,15,
41537,6,,123,,45,,6,
41538,3,,1,,28,,1,
41539,1,,386,,1,,4,
41540,1,,7,,7,,47,
41541,1,,72,,10,,1,
41542,1,,11,,348,,34,
41543,1,,1,,3,,3,
41544,1,,1,,11,,3,
41545,11,,14,,1,,6,
41546,7,,3,,1,,1,
41547,1,,17,,1,,20,
41548,3,,1,,345,,8,
41549,1,,1,,76,,3,
41550,7,,36,,1,,958,
41551,1,,5,,1,,99,
41552,7,,5,,114,,34,
41553,1,,115,,50,,10,
41554,1,,110,,5,,13,
41555,5,,1,,1,,1,
41556,1,,468,,1,,9,
41557,1,,1,,1,,1,
41558,359,,1,,43,,1,
41559,1,,8,,3,,8,
41560,4,,11,,1,,54,
41561,1,,389,,1,,38,
41562,1,,1,,1,,3,
41563,7,,8,,4,,1,
41564,1,,1,,1,,167,
41565,1,,5,,4,,693,
41566,1,,20,,8,,26,
41567,1,,1,,1,,12,
41568,1,,16,,1,,30,
41569,4,,1,,37,,241,
41570,8,,3,,1,,6,
41571,1,,163,,3,,1,
41572,3,,48,,78,,3,
41573,1,,1,,41,,1,
41574,1,,1,,18,,80,
41575,1,,38,,6,,424,
41576,1,,1,,1,,1,
41577,6,,111,,1,,66,
41578,17,,14,,37,,1,
41579,1,,3,,17,,1,
41580,31,,4,,4,,1,
41581,1,,21,,36,,1,
41582,13,,7,,52,,1,
41583,1,,1,,3,,23,
41584,81,,1,,4,,290,
41585,6,,17,,26,,28,
41586,1,,117,,1,,178,
41587,1,,1,,8,,14,
41588,15,,1,,1,,1,
41589,4,,26,,4,,1,
41590,1,,29,,6,,1,
41591,1,,348,,1,,8,
41592,4,,244,,68,,1,
41593,1,,10,,1,,30,
41594,10,,21,,40,,7,
41595,1,,247,,1,,272,
41596,66,,8,,1,,422,
41597,1,,6,,5,,310,
41598,1,,19,,4,,1,
41599,1,,6,,1,,25,
41600,1,,1,,1,,52,
41601,1,,1,,15,,5,
41602,1,,1,,1,,72,
41603,1,,33,,26,,176,
41604,201,,129,,97,,1,
41605,1,,49,,4,,52,
41606,5,,1,,4,,49,
41607,1,,4,,1,,1,
41608,6,,1,,3,,35,
41609,1,,1,,38,,1,
41610,1,,14,,1,,31,
41611,3,,7,,5,,5,
41612,1,,80,,17,,1,
41613,5,,1,,60,,27,
41614,28,,6,,277,,18,
41615,5,,5,,1,,1,
41616,1,,219,,53,,1,
41617,1,,80,,1,,19,
41618,1,,1,,1,,1,
41619,1,,25,,3,,1,
41620,5,,1,,72,,1,
41621,1,,4,,93,,244,
41622,31,,229,,1,,37,
41623,1,,1,,64,,167,
41624,1,,8,,47,,1,
41625,1,,1,,1,,1,
41626,1,,5,,3,,6,
41627,1,,92,,11,,144,
41628,9,,146,,3,,25,
41629,3,,4,,15,,154,
41630,1,,514,,1,,3,
41631,1,,55,,1,,1,
41632,3,,4,,1,,1,
41633,1,,127,,307,,203,
41634,1,,108,,23,,42,
41635,6,,1,,122,,6,
41636,5,,1,,1,,25,
41637,1,,17,,7,,68,
41638,1,,1,,1,,7,
41639,3,,1,,1,,1,
41640,30,,10,,4,,19,
41641,1,,84,,60,,1,
41642,4,,6,,363,,7,
41643,1,,1,,10,,1,
41644,1,,10,,1,,79,
41645,27,,1,,4,,1,
41646,1,,3,,24,,3,
41647,1,,62,,45,,7,
41648,1,,28,,1,,6,
41649,1,,18,,6,,159,
41650,782,,46,,4,,1,
41651,8,,153,,37,,30,
41652,3,,25,,164,,1,
41653,5,,204,,1,,40,
41654,1,,16,,20,,194,
41655,1,,11,,1,,23,
41656,3,,1,,9,,4,
41657,9,,11,,1,,11,
41658,1,,66,,258,,57,
41659,1,,1,,25,,6,
41660,3,,52,,55,,108,
41661,1,,40,,74,,107,
41662,14,,653,,71,,1,
41663,4,,258,,87,,1,
41664,7,,5,,1,,88,
41665,6,,1,,55,,26,
41666,3,,62,,1,,5,
41667,1,,19,,46,,1,
41668,10,,26,,1,,4,
41669,1,,4,,129,,1,
41670,5,,13,,48,,110,
41671,5,,60,,1,,426,
41672,3,,17,,27,,73,
41673,20,,3,,9,,1,
41674,9,,1,,79,,11,
41675,1,,1,,9,,14,
41676,1,,16,,5,,307,
41677,1,,32,,3,,3,
41678,1,,6,,190,,9,
41679,3,,14,,1,,15,
41680,1,,163,,1,,214,
41681,1,,3,,1,,10,
41682,1,,16,,1,,55,
41683,1,,1,,7,,11,
41684,1,,18,,1,,1,
41685,12,,29,,3,,35,
41686,1,,3,,21,,3,
41687,1,,29,,1,,281,
41688,46,,44,,37,,3,
41689,1,,1,,168,,1,
41690,28,,1,,7,,11,
41691,1,,530,,42,,35,
41692,1,,237,,1,,53,
41693,1,,37,,3,,7,
41694,1,,1,,1,,120,
41695,1,,8,,23,,47,
41696,1,,21,,9,,243,
41697,4,,4,,494,,1,
41698,1,,1,,144,,5,
41699,1,,18,,5,,7,
41700,13,,1,,146,,302,
41701,3,,1,,1,,23,
41702,1,,1,,45,,1,
41703,3,,4,,3,,14,
41704,1,,29,,1,,54,
41705,5,,10,,47,,1,
41706,11,,1,,1,,62,
41707,1,,198,,94,,27,
41708,1,,229,,17,,105,
41709,3,,45,,4,,31,
41710,1,,3,,115,,45,
41711,62,,3,,1,,1,
41712,19,,1,,1,,84,
41713,1,,15,,1,,1,
41714,1,,267,,1,,8,
41715,23,,5,,45,,1,
41716,1,,1,,63,,1,
41717,1,,1,,145,,16,
41718,3,,3,,1,,3,
41719,7,,84,,206,,1,
41720,1,,1,,1,,34,
41721,1,,1,,1,,24,
41722,6,,8,,4,,17,
41723,1,,1,,1,,10,
41724,3,,16,,1,,20,
41725,1,,3,,1,,1,
41726,1,,1,,56,,13,
41727,1,,15,,1,,99,
41728,1,,1,,6,,3,
41729,1,,144,,1,,57,
41730,1,,31,,82,,82,
41731,1,,346,,49,,1,
41732,1,,319,,11,,7,
41733,1,,21,,3,,22,
41734,30,,33,,317,,19,
41735,1,,26,,33,,7,
41736,12,,68,,1,,1,
41737,1,,5,,1,,195,
41738,18,,1,,13,,25,
41739,3,,21,,13,,1,
41740,1,,1,,164,,1,
41741,10,,299,,4,,4,
41742,1,,58,,1,,1,
41743,26,,186,,1,,1,
41744,15,,1,,1,,1,
41745,1,,150,,1,,1,
41746,1,,149,,1,,13,
41747,1,,1,,165,,10,
41748,6,,1,,18,,56,
41749,1,,8,,30,,65,
41750,97,,82,,157,,416,
41751,1,,196,,3,,147,
41752,3,,260,,6,,1,
41753,1,,191,,50,,37,
41754,554,,54,,17,,13,
41755,23,,1,,10,,171,
41756,1,,9,,1,,119,
41757,1,,4,,5,,280,
41758,1,,208,,154,,81,
41759,1,,26,,12,,292,
41760,5,,46,,6,,35,
41761,1,,136,,3,,7,
41762,28,,1,,9,,7,
41763,27,,148,,1,,5,
41764,1,,233,,9,,15,
41765,1,,41,,1,,314,
41766,9,,1,,1,,62,
41767,72,,95,,408,,1,
41768,3,,240,,49,,14,
41769,1,,3,,4,,4,
41770,4,,1,,5,,49,
41771,4,,67,,5,,6,
41772,1,,1,,119,,75,
41773,6,,858,,56,,45,
41774,1,,157,,1,,1,
41775,8,,68,,1,,1,
41776,1,,1,,16,,1,
41777,1,,5,,4,,40,
41778,7,,83,,389,,18,
41779,1,,89,,104,,568,
41780,1,,1,,3,,473,
41781,1,,4,,6,,1,
41782,1,,64,,3,,139,
41783,1,,48,,8,,46,
41784,1,,139,,14,,1,
41785,1,,136,,1,,5,
41786,74,,3,,4,,54,
41787,1,,24,,12,,12,
41788,1,,329,,1,,1,
41789,1,,17,,97,,1,
41790,5,,12,,22,,317,
41791,8,,11,,34,,28,
41792,1,,40,,1,,1,
41793,42,,5,,8,,1,
41794,83,,10,,1,,1,
41795,6,,276,,3,,1,
41796,1,,55,,1,,3,
41797,1,,14,,3,,290,
41798,5,,3,,1,,12,
41799,1,,4,,1,,1,
41800,1,,5,,29,,1,
41801,1,,4,,1,,591,
41802,12,,221,,315,,1,
41803,4,,1,,28,,1,
41804,1,,6,,1,,6,
41805,10,,11,,1,,1,
41806,7,,4,,4,,3,
41807,1,,7,,5,,4,
41808,1,,6,,1,,1,
41809,59,,5,,53,,1,
41810,1,,89,,9,,13,
41811,22,,195,,10,,279,
41812,1,,8,,1,,44,
41813,1,,6,,7,,65,
41814,1,,4,,49,,1,
41815,256,,1,,75,,21,
41816,1,,10,,599,,1,
41817,1,,28,,27,,1,
41818,1,,1,,3,,1,
41819,1,,69,,6,,11,
41820,1,,1,,20,,44,
41821,14,,43,,6,,40,
41822,1,,1,,61,,448,
41823,1,,17,,1,,560,
41824,1,,41,,1,,13,
41825,1,,8,,1,,1,
41826,7,,57,,1,,76,
41827,82,,20,,116,,272,
41828,1,,22,,631,,250,
41829,1,,56,,12,,62,
41830,1,,1,,1,,1,
41831,1,,12,,3,,7,
41832,1,,13,,1,,1,
41833,381,,9,,3,,18,
41834,25,,1,,42,,186,
41835,7,,72,,1,,67,
41836,1,,133,,8,,1,
41837,1,,70,,1,,8,
41838,1,,4,,3,,122,
41839,1,,1,,6,,133,
41840,7,,1,,274,,1,
41841,1,,3,,1,,187,
41842,1,,4,,91,,1,
41843,1,,4,,7,,49,
41844,1,,96,,23,,195,
41845,1,,14,,4,,1,
41846,1,,1,,79,,1,
41847,1,,167,,49,,1,
41848,3,,35,,73,,16,
41849,1,,21,,3,,1,
41850,1,,5,,24,,16,
41851,1,,1,,53,,12,
41852,1,,6,,81,,1,
41853,1,,25,,8,,186,
41854,10,,319,,59,,98,
41855,4,,5,,1,,8,
41856,1,,1,,3,,1,
41857,33,,1,,37,,3,
41858,1,,10,,4,,1,
41859,1,,35,,8,,21,
41860,1,,328,,1,,103,
41861,1,,4,,55,,1,
41862,7,,1,,1,,26,
41863,1,,3,,3,,4,
41864,4,,4,,1,,168,
41865,1,,96,,1,,6,
41866,1,,9,,33,,150,
41867,1,,1,,60,,5,
41868,26,,1,,10,,53,
41869,18,,1,,1,,40,
41870,1,,15,,33,,26,
41871,1,,115,,1,,1,
41872,1,,463,,30,,4,
41873,1,,3,,1,,4,
41874,1,,24,,32,,1,
41875,5,,1,,1,,4,
41876,1,,14,,1,,1,
41877,16,,1,,5,,18,
41878,1,,1,,3,,551,
41879,24,,30,,310,,3,
41880,1,,135,,1,,674,
41881,1,,12,,1,,249,
41882,1,,15,,29,,21,
41883,1,,105,,1,,61,
41884,1,,41,,1,,1,
41885,3,,1001,,54,,27,
41886,1,,8,,6,,414,
41887,3,,348,,1,,37,
41888,8,,3,,16,,267,
41889,1,,3,,1,,110,
41890,1,,103,,1,,1,
41891,1,,910,,192,,135,
41892,1,,3,,1,,110,
41893,1,,19,,1,,6,
41894,1,,117,,3,,1,
41895,1,,108,,118,,166,
41896,1,,3,,60,,8,
41897,11,,1,,1,,6,
41898,1,,10,,1,,13,
41899,1,,187,,4,,1,
41900,9,,3,,1,,241,
41901,1,,10,,1,,4,
41902,1,,27,,1,,15,
41903,25,,1,,6,,94,
41904,5,,4,,1,,5,
41905,4,,38,,3,,3,
41906,1,,4,,3,,1,
41907,1,,35,,5,,7,
41908,1,,1,,5,,1,
41909,10,,9,,13,,40,
41910,81,,20,,4,,16,
41911,6,,26,,9,,38,
41912,1,,1,,1,,1,
41913,1,,99,,1,,3,
41914,1,,16,,13,,7,
41915,44,,4,,4,,199,
41916,1,,54,,59,,85,
41917,11,,18,,5,,50,
41918,1,,1,,1,,1,
41919,4,,26,,16,,765,
41920,4,,1,,42,,14,
41921,1,,1,,1,,138,
41922,1,,1,,3,,1,
41923,270,,21,,1,,10,
41924,3,,238,,1,,23,
41925,5,,66,,1,,1,
41926,1,,17,,13,,6,
41927,6,,8,,1,,1,
41928,5,,1,,1,,831,
41929,1,,30,,1,,4,
41930,1,,27,,1,,19,
41931,1,,581,,1,,1,
41932,1,,1,,18,,38,
41933,1,,90,,1,,6,
41934,1,,53,,65,,8,
41935,1,,245,,3,,1,
41936,1,,1,,41,,4,
41937,15,,22,,11,,1,
41938,3,,159,,10,,316,
41939,1,,10,,1,,1,
41940,1,,109,,8,,11,
41941,1,,1,,1,,6,
41942,1,,55,,36,,1,
41943,10,,60,,1,,95,
41944,16,,1,,1,,6,
41945,1,,234,,10,,192,
41946,1,,255,,1,,1,
41947,1,,46,,9,,3,
41948,1,,21,,722,,77,
41949,4,,22,,19,,6,
41950,12,,1,,32,,8,
41951,5,,14,,1,,1,
41952,1,,86,,1,,6,
41953,46,,3,,1,,1,
41954,209,,1,,1,,25,
41955,13,,24,,14,,1,
41956,1,,7,,71,,36,
41957,1,,43,,17,,16,
41958,50,,68,,505,,1,
41959,3,,13,,20,,98,
41960,18,,735,,3,,36,
41961,1,,7,,1,,4,
41962,1,,20,,101,,157,
41963,1,,1,,6,,6,
41964,57,,25,,56,,36,
41965,1,,51,,552,,189,
41966,3,,8,,1,,204,
41967,3,,1,,5,,45,
41968,1,,38,,4,,143,
41969,5,,3,,3,,1,
41970,17,,28,,44,,43,
41971,6,,1,,4,,1,
41972,1,,232,,1,,3,
41973,16,,268,,74,,3,
41974,1,,17,,1,,31,
41975,1,,72,,1,,6,
41976,1,,17,,1,,52,
41977,49,,6,,3,,46,
41978,1,,13,,5,,161,
41979,1,,451,,139,,68,
41980,4,,1,,3,,7,
41981,1,,16,,80,,58,
41982,27,,238,,276,,162,
41983,1,,1,,4,,8,
41984,1,,224,,3,,7,
41985,8,,33,,1,,36,
41986,1,,1,,1,,6,
41987,27,,294,,35,,158,
41988,16,,22,,1,,7,
41989,1,,4,,5,,1,
41990,1,,37,,688,,20,
41991,61,,21,,1,,125,
41992,7,,1,,10,,10,
41993,3,,36,,1,,1,
41994,16,,1,,8,,35,
41995,1,,6,,1,,68,
41996,1,,124,,1,,8,
41997,1,,3,,1,,5,
41998,10,,7,,65,,255,
41999,1,,277,,3,,1,
42000,11,,4,,1,,13,
42001,1,,91,,72,,1,
42002,3,,16,,6,,1,
42003,1,,5,,30,,181,
42004,1,,1,,1,,357,
42005,3,,117,,3,,665,
42006,1,,949,,1,,8,
42007,1,,100,,1,,58,
42008,46,,7,,1,,5,
42009,1,,78,,1,,97,
42010,1,,82,,1,,1,
42011,3,,48,,17,,213,
42012,1,,66,,4,,1,
42013,1,,31,,1,,27,
42014,77,,106,,1,,39,
42015,3,,665,,30,,1,
42016,1,,108,,9,,1,
42017,1,,6,,23,,21,
42018,1,,1,,16,,1,
42019,1,,6,,11,,27,
42020,3,,96,,3,,31,
42021,1,,33,,1,,3,
42022,1,,1,,54,,68,
42023,3,,1,,37,,20,
42024,1,,1,,42,,1,
42025,1,,41,,1,,11,
42026,26,,1,,29,,7,
42027,1,,1,,108,,15,
42028,1,,4,,1,,132,
42029,6,,24,,1,,21,
42030,1,,146,,1,,1,
42031,1,,178,,91,,1,
42032,1,,3,,156,,151,
42033,4,,1,,1,,1,
42034,1,,4,,1,,90,
42035,12,,5,,1,,1,
42036,1,,15,,23,,12,
42037,3,,25,,31,,64,
42038,1,,1,,1,,7,
42039,1,,1,,7,,24,
42040,1,,14,,172,,1,
42041,4,,4,,1,,285,
42042,1,,10,,1,,7,
42043,1,,110,,1,,521,
42044,1,,52,,1,,1,
42045,22,,56,,7,,1,
42046,1,,97,,136,,37,
42047,1,,7,,1,,15,
42048,7,,21,,1,,53,
42049,5,,48,,137,,3,
42050,1,,20,,76,,1,
42051,3,,1,,1,,117,
42052,1,,3,,14,,22,
42053,1,,125,,5,,7,
42054,5,,21,,45,,3,
42055,1,,10,,1,,71,
42056,12,,54,,5,,30,
42057,12,,1,,1,,144,
42058,1,,3,,3,,86,
42059,6,,1,,170,,1,
42060,1,,9,,61,,1,
42061,1,,17,,17,,25,
42062,5,,42,,4,,1,
42063,1,,42,,3,,1,
42064,3,,40,,1,,272,
42065,309,,1,,161,,1,
42066,6,,1,,165,,5,
42067,1,,1,,1,,6,
42068,1,,1,,1,,270,
42069,3,,1,,1,,43,
42070,1,,1,,3,,1,
42071,12,,529,,5,,5,
42072,1,,1,,1,,15,
42073,3,,1,,13,,3,
42074,1,,1,,3,,4,
42075,1,,1,,1,,3,
42076,14,,1,,5,,1,
42077,7,,176,,179,,3,
42078,1,,1,,9,,1,
42079,1,,102,,6,,1,
42080,1,,301,,140,,10,
42081,1,,26,,1,,155,
42082,35,,51,,33,,123,
42083,1,,5,,1,,7,
42084,4,,75,,1,,267,
42085,1,,1,,19,,28,
42086,1,,170,,1,,1,
42087,1,,1,,1,,3,
42088,8,,12,,8,,46,
42089,9,,1,,3,,16,
42090,1,,30,,3,,11,
42091,1,,12,,17,,110,
42092,1,,30,,1,,19,
42093,1,,5,,3,,158,
42094,9,,64,,6,,168,
42095,1,,15,,4,,23,
42096,1,,1,,71,,1,
42097,20,,1,,1,,1,
42098,3,,6,,1,,77,
42099,1,,1,,10,,1,
42100,1,,7,,1,,19,
42101,1,,23,,1,,47,
42102,3,,8,,9,,49,
42103,1,,393,,1,,65,
42104,1,,209,,8,,263,
42105,1,,235,,1,,1,
42106,23,,12,,113,,182,
42107,7,,22,,26,,5,
42108,1,,156,,1,,35,
42109,1,,7,,68,,106,
42110,1,,94,,4,,1,
42111,7,,9,,1,,4,
42112,4,,15,,30,,17,
42113,28,,32,,1,,33,
42114,1,,11,,1,,4,
42115,9,,1,,1,,32,
42116,1,,1,,3,,10,
42117,1,,16,,21,,1,
42118,1,,1,,1,,1,
42119,1,,1,,1,,1,
42120,1,,225,,10,,9,
42121,1,,3,,1,,15,
42122,21,,24,,10,,5,
42123,1,,58,,3,,37,
42124,1,,81,,1,,155,
42125,41,,10,,1,,39,
42126,18,,1,,3,,6,
42127,35,,3,,5,,1,
42128,1,,1,,63,,230,
42129,1,,3,,1,,6,
42130,3,,32,,5,,1,
42131,33,,3,,5,,255,
42132,5,,65,,61,,52,
42133,136,,7,,44,,88,
42134,1,,1,,116,,39,
42135,3,,46,,60,,1,
42136,1,,1,,5,,4,
42137,1,,338,,11,,11,
42138,1,,1,,1,,1,
42139,1,,26,,5,,61,
42140,1,,63,,14,,11,
42141,1,,166,,390,,177,
42142,1,,72,,1,,10,
42143,3,,1,,28,,37,
42144,1,,114,,67,,3,
42145,4,,3,,1,,49,
42146,1,,12,,1,,6,
42147,1,,25,,1,,66,
42148,6,,29,,125,,7,
42149,3,,49,,18,,1,
42150,1,,59,,1,,38,
42151,7,,1,,1,,1,
42152,21,,12,,55,,27,
42153,1,,1,,7,,22,
42154,33,,7,,1,,154,
42155,1,,8,,1,,17,
42156,1,,18,,1,,3,
42157,3,,1,,29,,504,
42158,1,,1,,27,,1,
42159,11,,95,,1,,3,
42160,1,,4,,423,,6,
42161,4,,134,,188,,105,
42162,1,,4,,6,,44,
42163,1,,207,,30,,33,
42164,1,,5,,1,,11,
42165,25,,1,,1,,1,
42166,1,,1,,1,,1,
42167,1,,31,,22,,3,
42168,5,,11,,58,,3,
42169,1,,24,,3,,1,
42170,259,,3,,10,,54,
42171,65,,42,,3,,28,
42172,3,,14,,1,,122,
42173,5,,1,,1,,97,
