# Number of cores: 4
# Priors: uniform; runs: 100000; steps: 1000
num_agents,p0,p1,1_res_success,2_res_success,3_res_success,4_res_success,5_res_success,6_res_success,7_res_success,1_res_consensus,2_res_consensus,3_res_consensus,4_res_consensus,5_res_consensus,6_res_consensus,7_res_consensus,1_res_time,2_res_time,3_res_time,4_res_time,5_res_time,6_res_time,7_res_time,1_res_succ_time,2_res_succ_time,3_res_succ_time,4_res_succ_time,5_res_succ_time,6_res_succ_time,7_res_succ_time,1_res_incorrect_time,2_res_incorrect_time,3_res_incorrect_time,4_res_incorrect_time,5_res_incorrect_time,6_res_incorrect_time,7_res_incorrect_time
9,0.6850000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,298852,267581,266973,282321,304010,315647,325130,298852,267581,266973,282321,304010,315647,325130,0,0,0,0,0,0,0
9,0.6900000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,277299,251378,252866,243964,283511,284552,279018,277299,251378,252866,243964,283511,284552,279018,0,0,0,0,0,0,0
9,0.6950000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,258038,240003,231502,239581,258523,256252,252856,258038,240003,231502,239581,258523,256252,252856,0,0,0,0,0,0,0
9,0.7000000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,242928,229837,228622,212234,234126,245119,223749,242928,229837,228622,212234,234126,245119,223749,0,0,0,0,0,0,0
9,0.7050000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,234882,208041,204103,207393,223516,225434,197622,234882,208041,204103,207393,223516,225434,197622,0,0,0,0,0,0,0
9,0.7100000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,232108,202707,199864,199466,211375,208298,184680,232108,202707,199864,199466,211375,208298,184680,0,0,0,0,0,0,0
9,0.7150000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,226920,194265,191705,185369,199165,198970,174796,226920,194265,191705,185369,199165,198970,174796,0,0,0,0,0,0,0
9,0.7200000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,213088,186606,179881,168180,183146,186477,156058,213088,186606,179881,168180,183146,186477,156058,0,0,0,0,0,0,0
9,0.7250000000000002,0.5,100000,100000,100000,100000,100000,100000,99999,100000,100000,100000,100000,100000,100000,100000,190707,170762,170270,160936,172561,167617,142639,190707,170762,170270,160936,172561,167617,141639,0,0,0,0,0,0,1000
9,0.7300000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,174882,162179,156066,154007,158083,160313,130644,174882,162179,156066,154007,158083,160313,130644,0,0,0,0,0,0,0
9,0.7350000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,166598,152863,145795,145684,152500,149255,117849,166598,152863,145795,145684,152500,149255,117849,0,0,0,0,0,0,0
9,0.7400000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,163830,146937,144911,141867,149754,146869,112266,163830,146937,144911,141867,149754,146869,112266,0,0,0,0,0,0,0
9,0.7450000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,155245,147765,148606,149238,162955,152953,115249,155245,147765,148606,149238,162955,152953,115249,0,0,0,0,0,0,0
9,0.7500000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,147400,150195,146342,147520,155884,146567,102049,147400,150195,146342,147520,155884,146567,102049,0,0,0,0,0,0,0
9,0.7550000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,144979,130385,136290,138351,141802,139716,93879,144979,130385,136290,138351,141802,139716,93879,0,0,0,0,0,0,0
9,0.7600000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,130653,119626,120563,129637,124663,114693,86280,130653,119626,120563,129637,124663,114693,86280,0,0,0,0,0,0,0
9,0.7650000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,123231,113623,108119,113402,112006,102557,75864,123231,113623,108119,113402,112006,102557,75864,0,0,0,0,0,0,0
9,0.7700000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,115793,107233,101554,107762,107502,91579,68162,115793,107233,101554,107762,107502,91579,68162,0,0,0,0,0,0,0
9,0.7800000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,106090,96562,93501,98661,91739,79346,58132,106090,96562,93501,98661,91739,79346,58132,0,0,0,0,0,0,0
9,0.7750000000000002,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,111648,99889,99165,98534,99899,87925,63642,111648,99889,99165,98534,99899,87925,63642,0,0,0,0,0,0,0
9,0.7850000000000003,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,105136,91537,90115,94126,83569,74398,52793,105136,91537,90115,94126,83569,74398,52793,0,0,0,0,0,0,0
9,0.7900000000000003,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100787,93552,91775,87647,81566,70564,48781,100787,93552,91775,87647,81566,70564,48781,0,0,0,0,0,0,0
9,0.7950000000000003,0.5,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,104548,98110,96242,94372,85989,67777,45513,104548,98110,96242,94372,85989,67777,45513,0,0,0,0,0,0,0
9,0.8000000000000003,0.5,100000,99999,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,108356,96372,95985,95823,80289,68596,41640,108356,95372,95985,95823,80289,68596,41640,0,1000,0,0,0,0,0
# 845.4366666666666 minutes elapsed
