# Priors: uniform; runs: 100000; steps: 1000
# Which arm is restricted: randomize
# q: 0.6
index,comp_succ,comp_inc,diss_succ,diss_inc,cond_succ,cond_inc,hybrid_succ,hybrid_inc
24030,1,,13,,1,,37,
24031,3,,4,,1,,4,
24032,3,,1,,1,,1,
24033,3,,38,,13,,11,
24034,1,,48,,10,,4,
24035,1,,10,,1,,4,
24036,1,,1,,1,,18,
24037,1,,1,,1,,13,
24038,1,,4,,22,,12,
24039,1,,4,,1,,59,
24040,1,,1,,3,,11,
24041,16,,6,,5,,4,
24042,1,,1,,41,,31,
24043,3,,1,,19,,4,
24044,1,,8,,13,,55,
24045,20,,1,,1,,1,
24046,1,,1,,1,,1,
24047,17,,4,,3,,5,
24048,1,,94,,3,,1,
24049,7,,3,,54,,81,
24050,1,,1,,1,,1,
24051,1,,1,,8,,1,
24052,3,,40,,13,,5,
24053,64,,17,,1,,1,
24054,4,,13,,1,,3,
24055,1,,1,,1,,1,
24056,1,,1,,6,,1,
24057,1,,17,,1,,39,
24058,1,,14,,1,,3,
24059,1,,129,,1,,1,
24060,1,,9,,6,,1,
24061,5,,33,,1,,1,
24062,1,,228,,7,,31,
24063,1,,11,,1,,4,
24064,3,,1,,14,,46,
24065,4,,1,,1,,6,
24066,1,,1,,8,,9,
24067,9,,79,,1,,52,
24068,1,,1,,33,,23,
24069,4,,10,,1,,1,
24070,1,,7,,1,,9,
24071,4,,3,,1,,9,
24072,1,,1,,1,,7,
24073,1,,4,,48,,8,
24074,5,,22,,81,,3,
24075,1,,1,,8,,7,
24076,43,,214,,1,,17,
24077,1,,25,,1,,1,
24078,1,,9,,1,,6,
24079,3,,5,,8,,9,
24080,50,,4,,3,,9,
24081,1,,1,,1,,16,
24082,5,,4,,1,,66,
24083,1,,1,,1,,1,
24084,1,,17,,48,,6,
24085,1,,94,,1,,1,
24086,249,,3,,18,,1,
24087,1,,7,,1,,1,
24088,1,,4,,1,,18,
24089,3,,9,,1,,14,
24090,1,,49,,3,,17,
24091,1,,6,,10,,1,
24092,1,,23,,1,,1,
24093,6,,1,,1,,4,
24094,1,,3,,1,,1,
24095,1,,10,,1,,4,
24096,1,,1,,10,,19,
24097,4,,30,,4,,69,
24098,3,,4,,1,,108,
24099,1,,1,,11,,13,
24100,1,,1,,4,,1,
24101,35,,9,,3,,156,
24102,12,,108,,3,,1,
24103,1,,1,,5,,3,
24104,15,,48,,1,,47,
24105,1,,5,,1,,7,
24106,4,,3,,5,,8,
24107,8,,1,,4,,4,
24108,1,,1,,3,,96,
24109,4,,7,,1,,42,
24110,1,,1,,6,,12,
24111,1,,1,,17,,8,
24112,1,,3,,21,,16,
24113,5,,59,,1,,20,
24114,1,,6,,1,,63,
24115,1,,15,,3,,1,
24116,4,,1,,8,,5,
24117,1,,3,,1,,4,
24118,1,,6,,1,,59,
24119,5,,1,,4,,1,
24120,120,,12,,14,,1,
24121,1,,47,,5,,3,
24122,3,,52,,4,,5,
24123,1,,31,,5,,40,
24124,1,,4,,1,,1,
24125,8,,46,,31,,5,
24126,1,,1,,1,,1,
24127,1,,1,,10,,1,
24128,1,,1,,3,,3,
24129,1,,5,,32,,3,
24130,3,,22,,14,,12,
24131,1,,1,,7,,9,
24132,3,,36,,1,,12,
24133,1,,1,,7,,41,
24134,1,,4,,6,,5,
24135,1,,1,,1,,6,
24136,4,,3,,1,,8,
24137,3,,1,,7,,3,
24138,1,,55,,1,,89,
24139,1,,1,,19,,1,
24140,1,,49,,4,,11,
24141,31,,29,,6,,15,
24142,1,,1,,30,,1,
24143,1,,93,,1,,49,
24144,1,,6,,4,,6,
24145,1,,1,,38,,11,
24146,3,,32,,3,,11,
24147,12,,5,,11,,14,
24148,6,,25,,1,,1,
24149,1,,1,,1,,1,
24150,8,,13,,3,,10,
24151,1,,1,,1,,4,
24152,3,,1,,1,,20,
24153,1,,12,,1,,1,
24154,1,,4,,5,,8,
24155,1,,16,,7,,81,
24156,7,,26,,4,,9,
24157,6,,261,,1,,87,
24158,1,,1,,1,,6,
24159,1,,8,,24,,7,
24160,6,,17,,1,,7,
24161,9,,6,,1,,1,
24162,1,,180,,1,,12,
24163,1,,1,,1,,6,
24164,32,,1,,17,,5,
24165,1,,9,,1,,8,
24166,10,,10,,4,,36,
24167,5,,1,,1,,1,
24168,1,,5,,8,,1,
24169,7,,13,,12,,93,
24170,1,,27,,1,,1,
24171,1,,42,,1,,1,
24172,1,,7,,72,,25,
24173,1,,19,,1,,3,
24174,20,,1,,1,,41,
24175,5,,22,,7,,1,
24176,8,,25,,1,,1,
24177,3,,19,,18,,71,
24178,1,,1,,1,,1,
24179,1,,1,,1,,4,
24180,6,,29,,3,,57,
24181,12,,28,,1,,18,
24182,1,,12,,6,,76,
24183,3,,1,,6,,35,
24184,1,,1,,5,,8,
24185,8,,1,,32,,36,
24186,7,,28,,4,,1,
24187,6,,6,,1,,1,
24188,3,,3,,1,,4,
24189,1,,1,,1,,3,
24190,1,,1,,3,,27,
24191,1,,1,,3,,33,
24192,12,,1,,1,,1,
24193,1,,49,,78,,1,
24194,1,,4,,11,,1,
24195,383,,1,,19,,43,
24196,16,,1,,3,,49,
24197,3,,5,,3,,7,
24198,1,,1,,1,,36,
24199,3,,12,,1,,47,
24200,1,,28,,1,,9,
24201,22,,122,,1,,43,
24202,1,,3,,1,,74,
24203,3,,15,,41,,1,
24204,1,,1,,1,,1,
24205,1,,1,,1,,1,
24206,1,,7,,1,,1,
24207,45,,1,,1,,1,
24208,1,,18,,67,,7,
24209,7,,1,,1,,37,
24210,1,,14,,20,,36,
24211,1,,1,,1,,17,
24212,5,,10,,1,,30,
24213,4,,1,,7,,40,
24214,1,,1,,4,,38,
24215,136,,63,,10,,60,
24216,4,,11,,7,,12,
24217,1,,7,,8,,16,
24218,1,,13,,1,,21,
24219,1,,6,,44,,1,
24220,1,,1,,37,,1,
24221,1,,4,,30,,1,
24222,1,,22,,214,,31,
24223,1,,5,,1,,1,
24224,1,,62,,1,,19,
24225,1,,15,,1,,9,
24226,4,,15,,1,,1,
24227,1,,1,,1,,32,
24228,1,,4,,1,,3,
24229,46,,19,,1,,4,
24230,5,,7,,1,,1,
24231,1,,1,,8,,53,
24232,1,,31,,1,,7,
24233,1,,18,,10,,4,
24234,65,,4,,1,,36,
24235,1,,1,,30,,1,
24236,1,,18,,1,,14,
24237,1,,22,,1,,10,
24238,3,,58,,4,,1,
24239,1,,1,,5,,1,
24240,11,,1,,1,,1,
24241,4,,3,,15,,5,
24242,1,,1,,77,,6,
24243,1,,13,,1,,14,
24244,5,,25,,29,,3,
24245,1,,63,,3,,35,
24246,4,,1,,1,,1,
24247,4,,70,,8,,63,
24248,3,,5,,14,,7,
24249,9,,3,,22,,6,
24250,34,,43,,1,,122,
24251,3,,32,,1,,8,
24252,1,,25,,1,,1,
24253,1,,24,,5,,1,
24254,579,,18,,1,,1,
24255,24,,20,,3,,1,
24256,1,,15,,136,,39,
24257,4,,1,,4,,1,
24258,1,,19,,22,,1,
24259,3,,12,,16,,1,
24260,1,,1,,1,,1,
24261,1,,7,,3,,13,
24262,1,,1,,13,,6,
24263,1,,5,,11,,5,
24264,184,,23,,1,,5,
24265,4,,3,,1,,3,
24266,77,,1,,6,,5,
24267,1,,94,,1,,11,
24268,3,,30,,1,,10,
24269,1,,1,,3,,4,
24270,6,,8,,1,,7,
24271,1,,8,,6,,11,
24272,1,,36,,46,,1,
24273,1,,5,,3,,4,
24274,1,,1,,8,,3,
24275,1,,18,,1,,1,
24276,1,,1,,44,,1,
24277,3,,4,,25,,153,
24278,1,,19,,7,,8,
24279,8,,30,,7,,1,
24280,8,,148,,1,,1,
24281,9,,1,,1,,1,
24282,1,,105,,1,,34,
24283,1,,1,,3,,7,
24284,1,,9,,31,,1,
24285,1,,21,,4,,3,
24286,1,,64,,1,,1,
24287,1,,1,,1,,16,
24288,1,,4,,3,,1,
24289,4,,1,,92,,17,
24290,1,,16,,26,,1,
24291,705,,20,,8,,10,
24292,1,,397,,13,,7,
24293,1,,1,,20,,1,
24294,3,,32,,1,,7,
24295,1,,1,,1,,1,
24296,1,,1,,1,,20,
24297,6,,20,,1,,28,
24298,1,,3,,1,,1,
24299,1,,36,,3,,4,
24300,1,,3,,3,,1,
24301,1,,9,,1,,1,
24302,3,,498,,13,,4,
24303,11,,5,,63,,4,
24304,1,,20,,20,,8,
24305,15,,13,,1,,15,
24306,1,,1,,1,,21,
24307,1,,53,,1,,77,
24308,1,,1,,1,,33,
24309,1,,16,,8,,5,
24310,1,,6,,3,,24,
24311,5,,26,,13,,1,
24312,1,,20,,1,,13,
24313,1,,17,,54,,1,
24314,1,,1,,3,,137,
24315,1,,10,,1,,7,
24316,7,,1,,13,,1,
24317,1,,1,,3,,1,
24318,81,,5,,62,,4,
24319,1,,5,,9,,1,
24320,3,,1,,31,,1,
24321,1,,1,,15,,1,
24322,1,,7,,3,,33,
24323,3,,546,,93,,1,
24324,1,,42,,1,,5,
24325,4,,1,,1,,6,
24326,8,,1,,1,,17,
24327,1,,9,,1,,1,
24328,5,,1,,1,,70,
24329,1,,7,,1,,17,
24330,1,,1,,22,,33,
24331,1,,38,,10,,1,
24332,44,,50,,4,,1,
24333,1,,27,,1,,106,
24334,35,,1,,176,,1,
24335,14,,11,,5,,22,
24336,1,,38,,1,,30,
24337,1,,11,,1,,33,
24338,1,,14,,11,,7,
24339,3,,7,,1,,3,
24340,1,,69,,4,,1,
24341,1,,1,,1,,9,
24342,17,,1,,3,,15,
24343,16,,4,,1,,21,
24344,15,,4,,1,,1,
24345,1,,10,,87,,1,
24346,1,,1,,32,,87,
24347,4,,1,,1,,12,
24348,1,,1,,4,,1,
24349,4,,1,,70,,1,
24350,1,,7,,1,,7,
24351,1,,5,,1,,12,
24352,1,,1,,5,,9,
24353,1,,6,,3,,1,
24354,1,,1,,3,,1,
24355,1,,25,,1,,9,
24356,4,,22,,3,,1,
24357,1,,157,,1,,19,
24358,8,,3,,1,,38,
24359,13,,1,,1,,8,
24360,4,,1,,148,,1,
24361,4,,52,,1,,12,
24362,12,,20,,1,,54,
24363,9,,53,,1,,48,
24364,47,,15,,4,,1,
24365,1,,28,,1,,1,
24366,12,,52,,1,,7,
24367,1,,1,,1,,3,
24368,1,,1,,1,,4,
24369,1,,1,,1,,4,
24370,1,,6,,21,,4,
24371,1,,47,,1,,54,
24372,8,,39,,1,,16,
24373,1,,1,,1,,1,
24374,5,,3,,17,,128,
24375,1,,26,,1,,84,
24376,1,,21,,1,,19,
24377,1,,3,,3,,8,
24378,1,,9,,3,,1,
24379,1,,48,,3,,56,
24380,1,,20,,4,,12,
24381,1,,1,,20,,9,
24382,1,,5,,1,,1,
24383,1,,6,,8,,757,
24384,1,,33,,1,,3,
24385,33,,1,,3,,4,
24386,16,,69,,33,,13,
24387,3,,16,,1,,46,
24388,1,,24,,1,,21,
24389,4,,7,,4,,21,
24390,1,,3,,105,,1,
24391,20,,11,,1,,5,
24392,1,,1,,1,,9,
24393,3,,9,,1,,21,
24394,5,,1,,22,,23,
24395,1,,1,,5,,1,
24396,1,,24,,5,,16,
24397,1,,6,,1,,1,
24398,3,,1,,107,,33,
24399,7,,1,,1,,16,
24400,72,,60,,1,,1,
24401,1,,3,,5,,1,
24402,1,,6,,1,,1,
24403,1,,1,,1,,24,
24404,4,,141,,12,,1,
24405,130,,4,,1,,49,
24406,16,,1,,9,,8,
24407,1,,47,,1,,52,
24408,10,,83,,31,,5,
24409,9,,4,,3,,4,
24410,1,,1,,4,,1,
24411,1,,3,,13,,31,
24412,3,,11,,1,,1,
24413,1,,1,,1,,6,
24414,1,,4,,14,,1,
24415,1,,21,,1,,22,
24416,1,,3,,38,,115,
24417,10,,1,,7,,1,
24418,1,,25,,1,,826,
24419,1,,6,,1,,1,
24420,16,,17,,6,,7,
24421,1,,40,,1,,19,
24422,1,,3,,134,,1,
24423,22,,39,,1,,1,
24424,127,,1,,1,,8,
24425,3,,1,,1,,4,
24426,1,,15,,4,,11,
24427,1,,1,,3,,1,
24428,8,,1,,1,,1,
24429,1,,25,,1,,22,
24430,1,,1,,13,,17,
24431,9,,11,,19,,1,
24432,1,,10,,6,,1,
24433,3,,1,,1,,3,
24434,1,,7,,32,,1,
24435,8,,1,,1,,11,
24436,131,,4,,4,,3,
24437,1,,32,,6,,3,
24438,1,,49,,1,,3,
24439,8,,1,,1,,23,
24440,1,,46,,1,,1,
24441,16,,7,,1,,80,
24442,10,,1,,9,,5,
24443,4,,1,,18,,3,
24444,1,,57,,1,,1,
24445,79,,1,,36,,1,
24446,3,,1,,1,,4,
24447,1,,28,,1,,11,
24448,1,,1,,1,,6,
24449,8,,1,,1,,1,
24450,319,,5,,10,,30,
24451,5,,1,,1,,1,
24452,4,,8,,1,,3,
24453,11,,7,,9,,1,
24454,1,,14,,8,,1,
24455,13,,11,,1,,1,
24456,1,,16,,3,,71,
24457,49,,1,,1,,363,
24458,9,,7,,4,,32,
24459,1,,1,,8,,38,
24460,1,,8,,10,,1,
24461,1,,22,,3,,14,
24462,1,,1,,17,,1,
24463,1,,30,,5,,1,
24464,7,,1,,16,,15,
24465,1,,3,,11,,5,
24466,27,,12,,5,,27,
24467,4,,6,,1,,3,
24468,4,,8,,1,,4,
24469,1,,1,,1,,1,
24470,1,,28,,8,,1,
24471,1,,3,,4,,5,
24472,1,,49,,23,,25,
24473,1,,9,,1,,1,
24474,1,,1,,1,,7,
24475,5,,50,,3,,12,
24476,1,,47,,5,,10,
24477,1,,13,,1,,15,
24478,3,,7,,5,,275,
24479,1,,12,,35,,1,
24480,5,,29,,1,,31,
24481,1,,4,,1,,1,
24482,1,,1,,4,,1,
24483,3,,42,,6,,10,
24484,3,,1,,1,,13,
24485,1,,1,,1,,21,
24486,1,,35,,7,,1,
24487,1,,12,,81,,1,
24488,1,,1,,1,,5,
24489,919,,9,,1,,5,
24490,1,,15,,1,,1,
24491,1,,1,,5,,11,
24492,1,,28,,1,,401,
24493,5,,1,,41,,1,
24494,3,,6,,1,,18,
24495,5,,12,,1,,4,
24496,1,,3,,1,,5,
24497,1,,1,,1,,1,
24498,7,,616,,1,,21,
24499,1,,3,,1,,1,
24500,4,,1,,20,,1,
24501,1,,1,,5,,34,
24502,1,,13,,1,,72,
24503,1,,10,,4,,3,
24504,12,,1,,1,,1,
24505,1,,1,,66,,7,
24506,1,,57,,1,,1,
24507,1,,1,,1,,9,
24508,14,,1,,36,,10,
24509,1,,5,,6,,1,
24510,1,,1,,4,,1,
24511,1,,16,,1,,10,
24512,1,,1,,173,,7,
24513,13,,1,,1,,27,
24514,1,,7,,1,,1,
24515,1,,1,,1,,1,
24516,115,,6,,1,,1,
24517,7,,117,,1,,1,
24518,1,,1,,34,,4,
24519,16,,4,,1,,1,
24520,7,,1,,48,,11,
24521,1,,13,,4,,50,
24522,1,,1,,1,,14,
24523,1,,24,,1,,1,
24524,3,,1,,21,,9,
24525,5,,4,,60,,4,
24526,1,,1,,3,,1,
24527,1,,15,,3,,1,
24528,3,,20,,20,,6,
24529,3,,1,,3,,17,
24530,1,,1,,1,,733,
24531,5,,15,,1,,14,
24532,7,,4,,3,,1,
24533,1,,5,,1,,3,
24534,1,,5,,1,,13,
24535,3,,20,,1,,1,
24536,1,,61,,1,,10,
24537,3,,5,,1,,8,
24538,5,,1,,5,,4,
24539,1,,7,,168,,1,
24540,1,,1,,4,,14,
24541,1,,1,,1,,44,
24542,72,,1,,1,,11,
24543,3,,12,,3,,1,
24544,6,,1,,1,,41,
24545,5,,21,,5,,11,
24546,5,,3,,94,,8,
24547,1,,1,,1,,54,
24548,1,,31,,7,,1,
24549,1,,1,,14,,1,
24550,5,,1,,1,,54,
24551,5,,16,,1,,3,
24552,1,,1,,1,,60,
24553,1,,1,,36,,1,
24554,1,,1,,1,,1,
24555,52,,31,,1,,1,
24556,10,,3,,8,,1,
24557,3,,15,,6,,1,
24558,7,,1,,18,,1,
24559,3,,85,,3,,3,
24560,8,,1,,13,,12,
24561,1,,16,,1,,12,
24562,8,,1,,3,,4,
24563,5,,29,,1,,11,
24564,1,,1,,1,,3,
24565,1,,1,,8,,1,
24566,1,,11,,1,,1,
24567,22,,1,,1,,35,
24568,1,,8,,4,,26,
24569,8,,3,,1,,4,
24570,10,,10,,1,,6,
24571,1,,4,,34,,3,
24572,8,,43,,3,,1,
24573,1,,8,,7,,28,
24574,1,,1,,25,,7,
24575,3,,5,,1,,46,
24576,1,,34,,9,,16,
24577,7,,13,,1,,1,
24578,1,,3,,3,,23,
24579,33,,61,,322,,1,
24580,3,,110,,1,,19,
24581,1,,37,,1,,4,
24582,13,,14,,13,,9,
24583,8,,1,,1,,23,
24584,17,,4,,1,,1,
24585,1,,3,,1,,3,
24586,1,,14,,23,,1,
24587,1,,5,,9,,3,
24588,3,,9,,1,,1,
24589,1,,35,,9,,1,
24590,1,,8,,3,,1,
24591,1,,36,,20,,1,
24592,4,,8,,72,,36,
24593,1,,8,,1,,13,
24594,1,,1,,26,,1,
24595,1,,32,,101,,1,
24596,4,,1,,12,,4,
24597,1,,12,,11,,42,
24598,1,,99,,4,,1,
24599,1,,36,,1,,14,
24600,1,,1,,1,,15,
24601,1,,20,,5,,1,
24602,3,,79,,1,,61,
24603,124,,3,,1,,32,
24604,1,,1,,10,,1,
24605,1,,1,,1,,33,
24606,11,,1,,1,,1,
24607,1,,29,,15,,1,
24608,12,,4,,14,,1,
24609,1,,1,,1,,1,
24610,1,,1,,4,,1,
24611,3,,1,,1,,3,
24612,1,,1,,23,,12,
24613,3,,1,,9,,11,
24614,1,,5,,8,,5,
24615,22,,3,,1,,1,
24616,1,,15,,1,,1,
24617,3,,1,,18,,18,
24618,5,,1,,32,,1,
24619,1,,11,,4,,7,
24620,1,,3,,1,,1,
24621,217,,1,,1,,1,
24622,1,,15,,1,,12,
24623,4,,13,,1,,24,
24624,33,,31,,3,,6,
24625,4,,7,,1,,22,
24626,7,,312,,3,,4,
24627,1,,1,,1,,3,
24628,3,,4,,1,,6,
24629,66,,1,,18,,9,
24630,1,,1,,1,,1,
24631,1,,9,,3,,3,
24632,3,,62,,6,,1,
24633,125,,17,,3,,57,
24634,1,,1,,8,,9,
24635,9,,1,,3,,3,
24636,22,,1,,4,,1,
24637,3,,1,,72,,1,
24638,1,,34,,1,,18,
24639,23,,24,,12,,3,
24640,1,,37,,14,,14,
24641,4,,1,,8,,1,
24642,9,,1,,15,,1,
24643,1,,28,,1,,1,
24644,1,,5,,18,,36,
24645,12,,1,,1,,6,
24646,20,,57,,7,,6,
24647,12,,1,,1,,1,
24648,3,,8,,1,,3,
24649,4,,1,,1,,1,
24650,1,,1,,1,,3,
24651,5,,6,,30,,17,
24652,1,,1,,15,,3,
24653,141,,7,,1,,1,
24654,8,,1,,15,,3,
24655,7,,1,,93,,1,
24656,19,,10,,44,,19,
24657,4,,4,,49,,1,
24658,1,,1,,23,,1,
24659,1,,1,,1,,21,
24660,1,,4,,4,,1,
24661,18,,75,,9,,4,
24662,3,,41,,4,,25,
24663,1,,7,,7,,9,
24664,592,,1,,6,,1,
24665,13,,12,,1,,1,
24666,43,,5,,4,,10,
24667,1,,13,,5,,3,
24668,1,,1,,6,,1,
24669,3,,4,,1,,27,
24670,29,,35,,1,,27,
24671,387,,1,,1,,12,
24672,42,,12,,1,,1,
24673,1,,1,,21,,4,
24674,1,,1,,1,,4,
24675,6,,1,,1,,26,
24676,3,,1,,6,,11,
24677,1,,1,,3,,3,
24678,1,,29,,6,,3,
24679,1,,1,,1,,4,
24680,12,,1,,1,,1,
24681,1,,1,,26,,35,
24682,1,,5,,1,,1,
24683,1,,3,,1,,18,
24684,43,,1,,1,,18,
24685,1,,13,,1,,27,
24686,1,,35,,3,,1,
24687,1,,4,,18,,1,
24688,8,,24,,1,,13,
24689,1,,1,,32,,10,
24690,3,,11,,11,,7,
24691,1,,1,,3,,109,
24692,1,,4,,20,,3,
24693,1,,5,,5,,5,
24694,1,,5,,7,,6,
24695,3,,11,,1,,13,
24696,1,,15,,5,,53,
24697,1,,4,,21,,1,
24698,1,,4,,3,,1,
24699,1,,4,,5,,263,
24700,1,,18,,15,,1,
24701,1,,1,,23,,1,
24702,1,,60,,6,,3,
24703,1,,10,,3,,1,
24704,1,,1,,1,,1,
24705,1,,1,,44,,13,
24706,3,,84,,32,,32,
24707,195,,18,,4,,11,
24708,4,,26,,1,,1,
24709,28,,1,,1,,126,
24710,1,,12,,1,,55,
24711,1,,10,,1,,1,
24712,1,,10,,38,,106,
24713,5,,16,,48,,4,
24714,1,,1,,1,,1,
24715,1,,46,,9,,17,
24716,1,,6,,1,,1,
24717,5,,12,,4,,1,
24718,4,,101,,3,,1,
24719,3,,5,,15,,113,
24720,4,,36,,20,,1,
24721,1,,1,,1,,12,
24722,7,,1,,3,,16,
24723,3,,10,,10,,36,
24724,1,,1,,1,,1,
24725,1,,1,,1,,57,
24726,1,,74,,83,,156,
24727,32,,15,,4,,21,
24728,1,,55,,3,,83,
24729,1,,10,,1,,7,
24730,3,,1,,22,,5,
24731,16,,1,,1,,5,
24732,1,,7,,1,,1,
24733,11,,3,,1,,1,
24734,3,,12,,5,,24,
24735,9,,7,,5,,93,
24736,3,,6,,16,,6,
24737,1,,261,,14,,1,
24738,12,,22,,1,,7,
24739,1,,1,,1,,6,
24740,1,,40,,1,,75,
24741,1,,1,,1,,1,
24742,1,,6,,1,,5,
24743,1,,71,,5,,7,
24744,1,,36,,1,,50,
24745,1,,3,,24,,20,
24746,1,,1,,1,,3,
24747,1,,17,,1,,1,
24748,5,,7,,1,,3,
24749,1,,18,,4,,8,
24750,5,,6,,10,,7,
24751,1,,54,,3,,1,
24752,3,,1,,1,,19,
24753,3,,142,,3,,1,
24754,3,,47,,1,,32,
24755,1,,1,,1,,1,
24756,99,,115,,28,,1,
24757,1,,29,,1,,1,
24758,8,,9,,3,,1,
24759,15,,104,,45,,45,
24760,1,,3,,76,,7,
24761,32,,30,,1,,30,
24762,14,,5,,44,,9,
24763,1,,102,,1,,190,
24764,4,,20,,8,,27,
24765,1,,1,,1,,11,
24766,3,,1,,1,,1,
24767,1,,12,,47,,7,
24768,1,,7,,1,,82,
24769,1,,26,,1,,3,
24770,1,,1,,1,,1,
24771,1,,1,,19,,16,
24772,7,,1,,10,,1,
24773,1,,8,,1,,3,
24774,1,,1,,25,,11,
24775,1,,25,,1,,1,
24776,1,,3,,6,,1,
24777,1,,1,,5,,1,
24778,3,,75,,1,,14,
24779,1,,38,,6,,52,
24780,1,,1,,5,,4,
24781,4,,1,,1,,1,
24782,1,,20,,1,,1,
24783,1,,1,,10,,31,
24784,8,,1,,3,,3,
24785,14,,1,,1,,1,
24786,8,,1,,5,,1,
24787,1,,5,,31,,3,
24788,3,,7,,51,,1,
24789,1,,24,,3,,1,
24790,40,,62,,1,,1,
24791,1,,3,,1,,32,
24792,1,,1,,27,,5,
24793,1,,187,,48,,50,
24794,1,,24,,1,,8,
24795,1,,73,,6,,1,
24796,1,,11,,1,,1,
24797,1,,24,,1,,1,
24798,6,,1,,10,,237,
24799,19,,1,,1,,5,
24800,1,,1,,4,,1,
24801,5,,4,,1,,11,
24802,1,,46,,12,,1,
24803,6,,1,,18,,1,
24804,10,,183,,3,,7,
24805,1,,1,,5,,59,
24806,1,,1,,15,,1,
24807,1,,4,,105,,22,
24808,1,,3,,1,,1,
24809,1,,17,,3,,8,
24810,1,,1,,1,,1,
24811,1,,43,,1,,9,
24812,1,,5,,1,,25,
24813,12,,1,,6,,1,
24814,20,,17,,1,,1,
24815,1,,4,,5,,1,
24816,1,,39,,20,,1,
24817,1,,3,,1,,6,
24818,1,,1,,1,,1,
24819,4,,1,,9,,1,
24820,1,,1,,91,,14,
24821,1,,3,,1,,5,
24822,1,,37,,1,,1,
24823,1,,8,,1,,1,
24824,1,,6,,3,,1,
24825,1,,10,,3,,86,
24826,9,,1,,3,,82,
24827,178,,1,,19,,8,
24828,1,,1,,24,,1,
24829,10,,1,,9,,1,
24830,3,,156,,7,,1,
24831,1,,9,,1,,3,
24832,7,,1,,4,,1,
24833,1,,8,,25,,1,
24834,7,,1,,31,,4,
24835,1,,45,,1,,29,
24836,1,,1,,1,,64,
24837,1,,4,,59,,1,
24838,4,,4,,6,,1,
24839,4,,10,,6,,1,
24840,3,,5,,1,,116,
24841,1,,30,,1,,3,
24842,1,,1,,1,,1,
24843,1,,1,,6,,1,
24844,3,,1,,41,,103,
24845,1,,1,,1,,1,
24846,1,,3,,28,,5,
24847,1,,1,,4,,11,
24848,3,,4,,1,,11,
24849,1,,1,,4,,1,
24850,33,,1,,1,,81,
24851,14,,1,,39,,5,
24852,4,,35,,4,,1,
24853,1,,47,,1,,30,
24854,3,,24,,20,,1,
24855,1,,33,,1,,1,
24856,35,,12,,1,,15,
24857,1,,1,,1,,16,
24858,4,,1,,1,,9,
24859,1,,10,,1,,3,
24860,1,,1,,3,,3,
24861,1,,10,,1,,5,
24862,1,,1,,9,,7,
24863,1,,3,,1,,13,
24864,1,,6,,1,,3,
24865,3,,13,,3,,35,
24866,8,,5,,1,,27,
24867,3,,1,,1,,1,
24868,1,,1,,1,,157,
24869,1,,1,,1,,1,
24870,62,,1,,14,,41,
24871,9,,6,,1,,58,
24872,4,,1,,31,,3,
24873,1,,1,,7,,7,
24874,20,,59,,3,,4,
24875,4,,1,,4,,4,
24876,1,,1,,21,,575,
24877,1,,4,,3,,3,
24878,1,,1,,3,,8,
24879,6,,548,,1,,1,
24880,1,,1,,79,,33,
24881,4,,4,,9,,31,
24882,3,,1,,15,,17,
24883,3,,19,,6,,1,
24884,1,,1,,1,,7,
24885,1,,31,,3,,6,
24886,1,,1,,1,,1,
24887,1,,12,,1,,32,
24888,1,,1,,1,,1,
24889,3,,44,,1,,5,
24890,1,,1,,17,,29,
24891,13,,1,,1,,5,
24892,1,,1,,3,,1,
24893,1,,3,,1,,3,
24894,1,,39,,5,,4,
24895,1,,4,,31,,1,
24896,3,,1,,10,,1,
24897,7,,1,,1,,1,
24898,5,,14,,57,,1,
24899,1,,7,,15,,19,
24900,1,,36,,40,,1,
24901,1,,1,,8,,19,
24902,1,,1,,5,,1,
24903,1,,1,,13,,16,
24904,1,,27,,20,,3,
24905,1,,6,,1,,44,
24906,12,,43,,3,,3,
24907,668,,1,,6,,5,
24908,1,,1,,1,,11,
24909,1,,5,,1,,13,
24910,1,,37,,1,,1,
24911,3,,1,,1,,5,
24912,1,,1,,4,,10,
24913,1,,1,,3,,3,
24914,1,,3,,1,,61,
24915,4,,10,,1,,1,
24916,3,,1,,5,,11,
24917,1,,1,,12,,1,
24918,11,,17,,1,,32,
24919,7,,1,,1,,4,
24920,1,,8,,16,,8,
24921,1,,1,,5,,12,
24922,1,,26,,1,,5,
24923,1,,1,,1,,3,
24924,1,,11,,21,,11,
24925,1,,7,,20,,1,
24926,1,,5,,1,,22,
24927,9,,1,,3,,1,
24928,3,,21,,13,,101,
24929,1,,7,,1,,80,
24930,5,,23,,33,,22,
24931,1,,46,,1,,35,
24932,14,,5,,1,,3,
24933,3,,1,,1,,4,
24934,49,,3,,1,,9,
24935,1,,16,,4,,6,
24936,6,,1,,12,,1,
24937,1,,5,,5,,1,
24938,1,,3,,1,,1,
24939,5,,15,,1,,1,
24940,1,,27,,58,,26,
24941,1,,1,,1,,124,
24942,1,,11,,1,,5,
24943,1,,8,,1,,1,
24944,1,,25,,41,,15,
24945,3,,1,,6,,3,
24946,1,,1,,54,,1,
24947,1,,34,,1,,11,
24948,1,,69,,1,,5,
24949,1,,9,,1,,19,
24950,1,,1,,1,,1,
24951,1,,4,,1,,76,
24952,1,,10,,1,,1,
24953,1,,16,,66,,1,
24954,1,,1,,1,,18,
24955,46,,1,,14,,1,
