# Number of cores: 4
# Priors: uniform; runs: 100000; steps: 1000
num_agents,p0,p1,1_res_success,2_res_success,3_res_success,4_res_success,5_res_success,6_res_success,7_res_success,1_res_consensus,2_res_consensus,3_res_consensus,4_res_consensus,5_res_consensus,6_res_consensus,7_res_consensus,1_res_time,2_res_time,3_res_time,4_res_time,5_res_time,6_res_time,7_res_time,1_res_succ_time,2_res_succ_time,3_res_succ_time,4_res_succ_time,5_res_succ_time,6_res_succ_time,7_res_succ_time,1_res_incorrect_time,2_res_incorrect_time,3_res_incorrect_time,4_res_incorrect_time,5_res_incorrect_time,6_res_incorrect_time,7_res_incorrect_time
9,0.5,0.7600000000000002,99816,99706,99442,98753,96939,90896,71056,12826,12672,14112,16788,21769,31490,50950,290421,354734,472748,623054,805617,1070426,1368601,290132,354138,471453,619157,784779,976212,952592,289,596,1295,3897,20838,94214,416009
9,0.5,0.7650000000000002,99813,99700,99466,98917,97205,91480,71888,13426,13075,14458,17399,22576,31773,50834,283648,352796,449209,579965,823122,1034291,1365362,283330,352012,447796,576367,804670,944232,962191,318,784,1413,3598,18452,90059,403171
9,0.5,0.7750000000000002,99831,99719,99554,99034,97495,92248,73245,14423,14166,15482,18522,23216,32534,51049,257379,340162,442003,555012,748759,1031612,1333761,257101,339581,441098,550131,733674,949790,951570,278,581,905,4881,15085,81822,382191
9,0.5,0.7700000000000002,99851,99714,99534,98968,97195,91764,72538,13812,13525,15191,18080,23115,32133,50810,265107,327207,457387,576592,776933,1047028,1335706,264805,326714,455849,572273,759486,960619,957721,302,493,1538,4319,17447,86409,377985
9,0.5,0.7800000000000002,99833,99762,99559,99064,97561,92805,73950,14781,14786,16341,19064,23798,32740,51016,249405,331294,394704,555407,746936,1001845,1328042,249213,330955,393929,552540,729963,926929,985348,192,339,775,2867,16973,74916,342694
9,0.5,0.7850000000000003,99838,99760,99622,99191,97797,93072,74593,15555,15136,16545,19748,24314,33007,50896,237752,301677,372400,516057,717444,976490,1307400,237487,301411,371379,514328,701899,912414,950399,265,266,1021,1729,15545,64076,357001
9,0.5,0.7900000000000003,99868,99789,99610,99265,97971,93299,75640,15892,15699,17171,20184,24966,33610,51176,214462,266317,378369,506406,714358,984197,1284005,214181,265498,377763,504487,701011,909082,961082,281,819,606,1919,13347,75115,322923
9,0.5,0.7950000000000003,99876,99792,99635,99257,98084,93867,76234,16329,16188,17823,20922,25448,33660,50927,203283,272570,356613,484613,670758,960647,1291578,202862,271991,355351,480804,661365,902101,965955,421,579,1262,3809,9393,58546,325623
9,0.5,0.8000000000000003,99890,99790,99665,99352,98230,94126,77204,17065,16940,18470,21471,26197,34258,50879,200437,265627,349185,463664,664050,905556,1245004,200288,265316,348343,461663,651806,849768,950672,149,311,842,2001,12244,55788,294332
# 861.8249500000001 minutes elapsed
