# Number of cores: 4
# Priors: uniform; runs: 100000; steps: 1000
num_agents,p0,p1,1_res_success,2_res_success,3_res_success,4_res_success,5_res_success,6_res_success,7_res_success,1_res_consensus,2_res_consensus,3_res_consensus,4_res_consensus,5_res_consensus,6_res_consensus,7_res_consensus,1_res_time,2_res_time,3_res_time,4_res_time,5_res_time,6_res_time,7_res_time,1_res_succ_time,2_res_succ_time,3_res_succ_time,4_res_succ_time,5_res_succ_time,6_res_succ_time,7_res_succ_time,1_res_incorrect_time,2_res_incorrect_time,3_res_incorrect_time,4_res_incorrect_time,5_res_incorrect_time,6_res_incorrect_time,7_res_incorrect_time
9,0.6600000000000001,0.5,99983,99987,99983,99976,99978,99989,100000,99983,99985,99981,99976,99975,99989,100000,834029,852831,903321,907270,912440,824150,572721,833829,851675,902857,903199,909854,823538,572721,200,1156,464,4071,2586,612,0
9,0.6650000000000001,0.5,99920,99893,99889,99903,99903,99953,100000,99920,99892,99887,99902,99903,99950,100000,881212,932187,981979,1015092,971130,902361,639613,878771,925567,975614,1010791,969386,900317,639613,2441,6620,6365,4301,1744,2044,0
9,0.6750000000000002,0.5,99403,99427,99323,99329,99432,99690,100000,99403,99427,99322,99329,99432,99690,100000,690481,716209,743939,732082,754947,680884,469451,673186,701787,729038,715709,739785,674172,469451,17295,14422,14901,16373,15162,6712,0
9,0.6800000000000002,0.5,99103,99042,99076,99005,99160,99503,100000,99102,99042,99074,99005,99159,99503,100000,582719,606657,596582,602448,594977,523312,382641,559593,579788,576707,582576,573652,508391,382641,23126,26869,19875,19872,21325,14921,0
9,0.6700000000000002,0.5,99698,99720,99658,99680,99742,99844,100000,99695,99717,99657,99679,99741,99844,100000,811343,870460,900715,893763,907547,829449,603077,800007,861750,894547,887231,902161,824758,603077,11336,8710,6168,6532,5386,4691,0
9,0.6850000000000002,0.5,98814,98752,98584,98675,98849,99396,100000,98814,98752,98584,98675,98849,99396,100000,510850,526954,533478,535905,513598,455675,319272,475886,490741,496165,502714,486653,441979,319272,34964,36213,37313,33191,26945,13696,0
9,0.6900000000000002,0.5,98451,98472,98380,98318,98628,99128,100000,98450,98472,98380,98318,98628,99128,100000,467155,468513,470099,472033,453478,392612,287896,419833,433288,433576,439703,419639,372965,287896,47322,35225,36523,32330,33839,19647,0
9,0.7000000000000002,0.5,97970,97827,97593,97686,98081,98860,100000,97970,97827,97593,97685,98081,98860,100000,449125,434398,420102,407144,380873,343749,223080,361877,361603,355982,355795,337885,313656,223080,87248,72795,64120,51349,42988,30093,0
9,0.6950000000000002,0.5,98251,98121,97973,97987,98285,99030,100000,98250,98121,97972,97987,98285,99030,100000,442827,436257,446627,437734,421617,367236,245735,387660,385931,388639,391485,385218,335446,245735,55167,50326,57988,46249,36399,31790,0
9,0.7050000000000002,0.5,97712,97440,97317,97264,97770,98715,100000,97712,97439,97317,97264,97770,98715,100000,468477,438855,409494,388371,372938,315943,197380,329747,338044,329174,320948,320371,283340,197380,138730,100811,80320,67423,52567,32603,0
9,0.7100000000000002,0.5,97506,97274,97103,96988,97629,98561,100000,97506,97274,97103,96988,97629,98561,100000,517128,486668,410324,380357,356563,289442,179998,348516,336304,314786,305098,296315,249897,179998,168612,150364,95538,75259,60248,39545,0
9,0.7150000000000002,0.5,97330,97036,96719,96693,97181,98455,100000,97330,97036,96719,96693,97181,98455,100000,563323,491293,409329,365133,359009,288833,175851,408981,351028,306492,277543,273610,240524,175851,154342,140265,102837,87590,85399,48309,0
9,0.7200000000000002,0.5,97310,96911,96538,96484,97004,98302,100000,97310,96911,96538,96484,97004,98302,100000,502167,437273,389997,365275,345831,293794,154608,405086,330443,287063,254373,244834,227862,154608,97081,106830,102934,110902,100997,65932,0
9,0.7250000000000002,0.5,97196,96703,96400,96187,96857,98155,100000,97196,96703,96400,96187,96857,98155,100000,412734,398341,370709,376335,370556,297435,142998,324759,288323,244823,227144,228690,199225,142998,87975,110018,125886,149191,141866,98210,0
9,0.7300000000000002,0.5,96997,96415,95953,95798,96464,97976,100000,96997,96415,95953,95798,96464,97976,100000,385340,394489,422572,447538,427376,320112,130664,265183,239921,219481,209421,199297,177803,130664,120157,154568,203091,238117,228079,142309,0
9,0.7400000000000002,0.5,96536,95956,95482,95388,96093,97710,100000,96535,95953,95478,95387,96090,97709,100000,595202,702243,829685,942837,970330,662550,112673,230430,233623,219224,242813,218332,183638,112673,364772,468620,610461,700024,751998,478912,0
9,0.7350000000000002,0.5,96634,96117,95707,95599,96120,97884,100000,96634,96116,95705,95599,96120,97884,100000,432671,477473,528863,582168,591278,407927,118114,233161,215736,209076,197322,188263,167536,118114,199510,261737,319787,384846,403015,240391,0
9,0.7450000000000002,0.5,96502,96049,95740,95663,96295,97957,100000,96495,96041,95723,95649,96272,97944,100000,911403,1110239,1328475,1608839,1668397,1113965,108414,345447,415571,456195,501550,533333,367954,108414,565956,694668,872280,1107289,1135064,746011,0
9,0.7500000000000002,0.5,97056,96681,96501,96718,97502,98825,100000,97039,96667,96476,96681,97480,98807,100000,1129805,1396654,1742406,1959901,1991460,1350005,103139,635568,781963,940020,1036147,1057049,741932,103139,494237,614691,802386,923754,934411,608073,0
9,0.7550000000000002,0.5,97484,97361,97576,97892,98786,99623,100000,97479,97347,97567,97871,98764,99602,100000,945070,1074729,1390702,1624968,1573304,1172649,97751,741327,820605,1082344,1241195,1222842,919731,97751,203743,254124,308358,383773,350462,252918,0
9,0.7600000000000002,0.5,97618,97602,97755,98389,99212,99936,100000,97618,97600,97752,98388,99206,99934,100000,554420,664496,818090,936990,918041,641052,85697,501067,600696,745279,870405,847101,605033,85697,53353,63800,72811,66585,70940,36019,0
9,0.7650000000000002,0.5,97610,97429,97692,98337,99220,99981,100000,97610,97429,97692,98337,99220,99981,100000,345533,428306,499058,551990,533259,357549,74447,306613,378391,451062,517365,516710,353304,74447,38920,49915,47996,34625,16549,4245,0
9,0.7700000000000002,0.5,97445,97331,97647,98213,99186,99981,100000,97445,97331,97647,98213,99186,99981,100000,288085,320380,365004,372814,338884,235097,69062,230960,256371,304910,325124,319257,233809,69062,57125,64009,60094,47690,19627,1288,0
9,0.7750000000000002,0.5,97297,97289,97565,98189,99124,99965,100000,97297,97289,97565,98189,99124,99965,100000,259682,284600,294790,298560,262967,172965,63292,181372,196240,213965,238291,230501,172355,63292,78310,88360,80825,60269,32466,610,0
9,0.7800000000000002,0.5,97329,97174,97326,98146,99095,99974,100000,97329,97174,97326,98146,99095,99974,100000,261015,298335,303488,274886,233168,144472,60257,159765,170858,176493,185479,186318,144036,60257,101250,127477,126995,89407,46850,436,0
9,0.7850000000000003,0.5,97087,97115,97385,98057,99091,99960,100000,97087,97115,97385,98057,99091,99960,100000,324480,340387,346002,317213,235187,118771,55698,137722,141441,153249,153334,151808,118248,55698,186758,198946,192753,163879,83379,523,0
9,0.7900000000000003,0.5,97073,97029,97245,97937,99058,99954,100000,97073,97029,97245,97937,99058,99954,100000,493540,556030,563873,474077,301858,103354,49665,133224,138779,150471,146585,138861,102773,49665,360316,417251,413402,327492,162997,581,0
9,0.7950000000000003,0.5,97190,97132,97415,98103,99116,99950,100000,97190,97132,97415,98103,99116,99950,100000,915711,996810,1009244,790003,459341,91850,47428,295351,284823,307738,248578,183036,91078,47428,620360,711987,701506,541425,276305,772,0
9,0.8000000000000003,0.5,97937,98013,98226,98806,99425,99953,100000,97937,98013,98226,98806,99425,99953,100000,1084939,1329655,1308054,1066206,604271,82484,43201,573425,708612,691307,596680,344118,81585,43201,511514,621043,616747,469526,260153,899,0
# 879.2475666666667 minutes elapsed
