# Number of cores: 4
# Priors: uniform; runs: 100000; steps: 1000
num_agents,p0,p1,1_res_success,2_res_success,3_res_success,4_res_success,5_res_success,6_res_success,7_res_success,1_res_consensus,2_res_consensus,3_res_consensus,4_res_consensus,5_res_consensus,6_res_consensus,7_res_consensus,1_res_time,2_res_time,3_res_time,4_res_time,5_res_time,6_res_time,7_res_time,1_res_succ_time,2_res_succ_time,3_res_succ_time,4_res_succ_time,5_res_succ_time,6_res_succ_time,7_res_succ_time,1_res_incorrect_time,2_res_incorrect_time,3_res_incorrect_time,4_res_incorrect_time,5_res_incorrect_time,6_res_incorrect_time,7_res_incorrect_time
9,0.5,0.6550000000000001,91373,89925,88403,86419,84049,81231,75826,100000,100000,100000,100000,100000,100000,99999,525462,476605,518893,541833,660820,765505,1198420,488837,429442,455740,465236,525669,576006,730028,36625,47163,63153,76597,135151,189499,468392
9,0.5,0.6650000000000001,91928,90521,89332,87468,85391,82598,76904,100000,100000,100000,100000,100000,100000,100000,478812,462194,493220,548154,668386,820077,1217596,450399,422969,441832,482667,550718,654088,779495,28413,39225,51388,65487,117668,165989,438101
9,0.5,0.6700000000000002,92276,91092,89821,87847,85576,82772,77529,100000,100000,99999,100000,100000,99999,99998,456354,430862,477468,523879,653023,760676,1183634,426825,402044,427555,461112,531427,612878,781925,29529,28818,49913,62767,121596,147798,401709
9,0.5,0.6800000000000002,92843,91774,90553,88738,86652,83817,78250,100000,100000,100000,100000,100000,100000,99999,394880,369867,411351,417759,551227,626431,1064869,369158,343900,364409,368267,449962,490953,682570,25722,25967,46942,49492,101265,135478,382299
9,0.5,0.6750000000000002,92629,91471,90015,88311,86130,83298,77849,100000,100000,100000,99999,100000,99999,100000,424108,400331,452237,476582,600296,717930,1134765,397358,372071,402817,422805,495277,573659,719812,26750,28260,49420,53777,105019,144271,414953
9,0.5,0.6850000000000002,93153,92203,90762,88974,87001,84289,78957,100000,100000,100000,100000,99999,100000,100000,380303,349012,385482,414615,515973,608233,1024406,359855,323777,344077,359064,419011,479140,637799,20448,25235,41405,55551,96962,129093,386607
9,0.5,0.6900000000000002,93475,92340,91026,89538,87331,84809,79415,100000,100000,100000,100000,100000,99999,100000,346563,337157,371003,407496,512666,591017,962287,323978,318335,335585,357671,425744,463630,592193,22585,18822,35418,49825,86922,127387,370094
9,0.5,0.6950000000000002,93708,92682,91270,89817,87726,85327,79805,100000,100000,100000,100000,100000,100000,99999,329679,329049,353232,387069,489406,571883,947774,310010,304232,317170,345058,398952,456035,608373,19669,24817,36062,42011,90454,115848,339401
9,0.5,0.7000000000000002,94004,92991,91769,90299,88270,85712,80471,100000,100000,100000,100000,100000,99999,99999,318306,306226,330852,370181,477438,554121,911056,302566,289598,298692,333263,396172,438560,583703,15740,16628,32160,36918,81266,115561,327353
9,0.5,0.7050000000000002,94259,93220,92005,90509,88602,86034,80647,100000,99999,100000,100000,100000,100000,100000,315126,293298,327011,354086,462820,545011,898169,297802,277513,295702,311986,385149,440597,593909,17324,15785,31309,42100,77671,104414,304260
9,0.5,0.7150000000000002,94694,93729,92553,91269,89497,86956,81623,100000,100000,100000,100000,100000,100000,100000,289199,285121,303590,325775,445461,508158,872831,275074,270874,276483,290540,369423,409066,553174,14125,14247,27107,35235,76038,99092,319657
9,0.5,0.7100000000000002,94506,93484,92381,90750,89020,86365,81300,100000,100000,100000,100000,100000,100000,99999,311282,288665,319184,341146,435369,550960,872325,299832,269117,287942,307206,355883,446272,570190,11450,19548,31242,33940,79486,104688,302135
9,0.5,0.7200000000000002,95004,93886,92898,91509,89603,87394,82299,100000,100000,100000,100000,100000,99999,99999,280670,269531,292580,310336,407673,490594,858912,271905,251609,267762,281799,347478,400638,581407,8765,17922,24818,28537,60195,89956,277505
9,0.5,0.7350000000000002,95609,94822,93700,92520,90595,88212,83463,100000,100000,100000,100000,100000,99999,100000,235305,245484,272298,288028,378808,450401,799614,228509,233200,248693,264677,321120,378912,536883,6796,12284,23605,23351,57688,71489,262731
9,0.5,0.7250000000000002,95188,94169,93069,91850,89879,87709,82604,100000,100000,100000,100000,100000,100000,100000,256866,252753,277809,307611,379271,482867,844383,245523,240997,255781,280717,322814,393497,557535,11343,11756,22028,26894,56457,89370,286848
9,0.5,0.7300000000000002,95356,94484,93358,92029,90307,87812,83133,100000,100000,100000,99999,100000,100000,100000,251665,247530,281792,293145,385412,475991,799748,240118,238096,258796,264347,338124,387067,546099,11547,9434,22996,28798,47288,88924,253649
9,0.5,0.7400000000000002,95891,94962,93801,92635,90946,88618,84115,100000,100000,100000,100000,100000,100000,100000,239274,227258,265241,289839,368260,441790,761199,229038,212611,241852,267283,319162,366476,533024,10236,14647,23389,22556,49098,75314,228175
9,0.5,0.7550000000000002,96251,95555,94681,93461,91943,89856,85130,100000,100000,100000,100000,99999,100000,100000,202901,206751,243286,273759,364075,409702,739397,195398,198266,230078,254518,321113,355755,525668,7503,8485,13208,19241,42962,53947,213729
9,0.5,0.7450000000000002,96005,95234,94191,92861,91299,88979,84256,100000,100000,100000,100000,100000,100000,100000,213992,231234,246111,278313,378515,431173,788121,206632,220644,228801,255170,328777,366916,552210,7360,10590,17310,23143,49738,64257,235911
9,0.5,0.7500000000000002,96189,95368,94337,93223,91581,89322,84689,100000,100000,100000,100000,100000,99998,99999,208257,210507,263545,268764,368398,434556,742509,199876,200690,244341,251165,315838,362564,527185,8381,9817,19204,17599,52560,71992,215324
9,0.5,0.7600000000000002,96629,95817,94873,93663,92131,89965,85234,100000,100000,100000,100000,100000,100000,100000,195265,186845,224230,258602,330726,415099,741855,191251,178462,207351,236164,290824,354087,539024,4014,8383,16879,22438,39902,61012,202831
9,0.5,0.7650000000000002,96724,95946,94960,93907,92539,90238,86020,100000,100000,100000,100000,100000,99999,100000,173290,181845,212925,230723,312547,415371,704431,164640,175775,201678,217397,284603,362433,511563,8650,6070,11247,13326,27944,52938,192868
9,0.5,0.7750000000000002,97007,96338,95408,94498,92961,90948,86661,100000,100000,100000,100000,100000,100000,99999,172148,186921,200386,237669,288925,388861,726217,167415,180084,189260,225640,256509,338945,536439,4733,6837,11126,12029,32416,49916,189778
9,0.5,0.7700000000000002,96806,96200,95273,93990,92843,90704,86436,100000,100000,100000,100000,100000,100000,100000,172688,187624,209368,220922,302188,412491,678770,167177,180157,198208,203743,263086,357108,492755,5511,7467,11160,17179,39102,55383,186015
9,0.5,0.7800000000000002,97147,96476,95599,94642,93319,91267,86934,100000,100000,100000,100000,100000,100000,99998,154235,168512,198925,225811,287678,386413,712111,151550,162569,188933,210792,261933,337722,526160,2685,5943,9992,15019,25745,48691,185951
9,0.5,0.7850000000000003,97263,96521,95852,94797,93454,91543,87526,100000,100000,100000,100000,99999,100000,99999,150635,163825,205201,214057,271602,356254,649801,147744,156468,193734,202022,245227,316877,487548,2891,7357,11467,12035,26375,39377,162253
9,0.5,0.7900000000000003,97361,96885,96079,94987,93790,92025,87721,100000,100000,100000,100000,100000,100000,99999,148244,152670,188938,203571,295515,356986,650029,144596,148430,181008,191706,268906,313492,495153,3648,4240,7930,11865,26609,43494,154876
9,0.5,0.7950000000000003,97523,96896,96178,95294,94073,92174,88187,100000,100000,100000,100000,100000,100000,99999,142466,174766,181121,213429,280083,329090,650007,139573,170096,173868,201598,254106,292194,493902,2893,4670,7253,11831,25977,36896,156105
9,0.5,0.8000000000000003,97719,97042,96309,95547,94118,92333,88508,100000,100000,99999,100000,100000,100000,100000,143809,157873,186614,207489,273601,352196,649630,142286,155266,178796,196065,252509,307768,493322,1523,2607,7818,11424,21092,44428,156308
# 779.4409833333334 minutes elapsed
